"","SetCode","NoCopies","Winrate"
"1","MH2",5536,0.731
"2","LEA",2455,0.728
"3","ZEN",2301,0.732
"4","MH1",1625,0.736
"5","ONS",1508,0.723
"6","NEO",1081,0.725
"7","ELD",765,0.731
"8","GPT",761,0.721
"9","WWK",702,0.73
"10","SNC",669,0.727
"11","LRW",637,0.74
"12","STX",596,0.73
"13","DIS",576,0.72
"14","KLD",553,0.73
"15","5DN",548,0.735
"16","SOM",545,0.739
"17","NPH",534,0.74
"18","RAV",530,0.716
"19","WAR",524,0.723
"20","M20",484,0.732
"21","DMU",475,0.715
"22","MRD",436,0.725
"23","CSP",435,0.73
"24","THB",434,0.734
"25","FUT",410,0.731
"26","AER",395,0.734
"27","IKO",392,0.72
"28","ATQ",362,0.756
"29","MID",359,0.722
"30","ZNR",335,0.743
"31","DRK",320,0.736
"32","TSP",315,0.732
"33","EMN",314,0.735
"34","ICE",303,0.721
"35","DST",250,0.747
"36","AFR",229,0.716
"37","RNA",228,0.726
"38","AVR",221,0.735
"39","KTK",214,0.717
"40","ORI",205,0.732
"41","PLS",204,0.73
"42","CHK",202,0.719
"43","DKA",201,0.724
"44","MBS",200,0.753
"45","M21",188,0.724
"46","BRO",181,0.738
"47","ALA",177,0.737
"48","ARB",173,0.694
"49","ROE",165,0.732
"50","M11",154,0.706
"51","DOM",152,0.73
"52","APC",150,0.724
"53","VOW",147,0.732
"54","SHM",145,0.721
"55","SOK",140,0.741
"56","HOU",139,0.727
"57","GTC",116,0.72
"58","CON",116,0.732
"59","AKH",110,0.695
"60","KHM",109,0.744
"61","SOI",106,0.726
"62","RTR",104,0.713
"63","PLC",99,0.72
"64","OGW",94,0.728
"65","PC2",94,0.696
"66","DTK",88,0.738
"67","JOU",88,0.748
"68","STH",88,0.767
"69","MOR",81,0.736
"70","GRN",72,0.758
"71","MIR",69,0.726
"72","INV",68,0.71
"73","DGM",68,0.732
"74","M13",66,0.794
"75","XLN",65,0.76
"76","BFZ",63,0.754
"77","ISD",53,0.712
"78","M19",52,0.729
"79","EVE",29,0.707
"80","P02",24,0.738
"81","FRF",20,0.75
"82","BOK",17,0.789
"83","JUD",16,0.667
"84","TMP",15,0.742
"85","C14",12,0.762
"86","TOR",12,0.833
"87","ULG",12,0.774
"88","M12",12,0.75
"89","LEG",11,0.754
"90","M15",11,0.691
"91","ARN",8,0.64
"92","BNG",7,0.833
"93","WTH",6,0.714
"94","M10",6,0.8
"95","NEM",1,0.714
"96","VIS",1,0.571
