"","CardNames","DeckCount","Winrate95Min"
"1","Emrakul, the Promised End",44,72.2
"2","Lightning Helix",42,70.7
"3","Endurance",102,70.3
"4","Obstinate Baloth",18,70.1
"5","Force of Vigor",110,69.8
"6","Yorion, Sky Nomad",66,69.6
"7","Relic of Progenitus",110,69.5
"8","Alpine Moon",122,69.5
"9","Engineered Explosives",171,69.3
"10","Lurrus of the Dream-Den",164,69.3
"11","Nihil Spellbomb",89,69.2
"12","Thoughtseize",94,69.1
"13","Crime // Punishment",12,69
"14","Necromentia",15,69
"15","Terminate",61,69
"16","Tourach, Dread Cantor",47,68.9
"17","Pithing Needle",95,68.8
"18","Dress Down",109,68.5
"19","Veil of Summer",99,68.3
"20","Kolaghan's Command",57,68.2
"21","Outland Liberator",25,67.9
"22","Meddling Mage",18,67.8
"23","Subtlety",43,67.8
"24","Mystical Dispute",125,67.8
"25","Spell Pierce",67,67.7
"26","Gut Shot",22,67.6
"27","Soul-Guide Lantern",62,67.5
"28","Force of Negation",62,67.4
"29","Dovin's Veto",57,67.2
"30","Flusterstorm",59,67.1
"31","Torpor Orb",50,67
"32","Prismatic Ending",65,66.6
"33","Path to Exile",64,66.4
"34","Abrade",8,66.3
"35","Cathar Commando",30,66.3
"36","Aether Gust",61,66.3
"37","Chalice of the Void",65,66.2
"38","Tormod's Crypt",22,66.1
"39","Sanctifier en-Vec",76,66.1
"40","Magus of the Moon",11,65.7
"41","Emrakul, the Aeons Torn",27,65.7
"42","Jace, the Mind Sculptor",40,65.5
"43","Scavenging Ooze",13,65.2
"44","Burrenton Forge-Tender",9,65.1
"45","Void Mirror",36,65.1
"46","Duress",19,64.6
"47","Blood Moon",45,64.6
"48","Liquimetal Coating",18,64.3
"49","Celestial Purge",23,64.3
"50","Fatal Push",21,64.3
