"","CardNames","DeckCount","WinrateAverage"
"1","Engineered Explosives",171,72.1
"2","Lurrus of the Dream-Den",164,72.1
"3","Mystical Dispute",125,71.1
"4","Alpine Moon",122,72.6
"5","Force of Vigor",110,73.2
"6","Relic of Progenitus",110,73
"7","Dress Down",109,71.9
"8","Endurance",102,73.9
"9","Veil of Summer",99,72.1
"10","Pithing Needle",95,72.5
"11","Thoughtseize",94,72.7
"12","Nihil Spellbomb",89,72.9
"13","Sanctifier en-Vec",76,70.3
"14","Spell Pierce",67,72.1
"15","Yorion, Sky Nomad",66,74.2
"16","Chalice of the Void",65,70.8
"17","Prismatic Ending",65,71.1
"18","Path to Exile",64,71
"19","Soul-Guide Lantern",62,72.2
"20","Force of Negation",62,72.1
"21","Terminate",61,73.6
"22","Aether Gust",61,71.2
"23","Flusterstorm",59,71.8
"24","Kolaghan's Command",57,72.9
"25","Dovin's Veto",57,72.1
"26","Torpor Orb",50,72.3
"27","Tourach, Dread Cantor",47,74
"28","Rest in Peace",47,69.4
"29","Blood Moon",45,70.2
"30","Emrakul, the Promised End",44,77.8
"31","Subtlety",43,73.3
"32","Lightning Helix",42,76.2
"33","Jace, the Mind Sculptor",40,71.3
"34","Void Mirror",36,71.2
"35","Cathar Commando",30,73.1
"36","Emrakul, the Aeons Torn",27,72.8
"37","Kaheera, the Orphanguard",27,71.2
"38","Outland Liberator",25,75
"39","Leyline of Sanctity",24,67.1
"40","Celestial Purge",23,72.3
"41","Fury",23,71.2
"42","Gut Shot",22,75.3
"43","Tormod's Crypt",22,74.6
"44","Shark Typhoon",21,71.6
"45","Fatal Push",21,72.2
"46","Seal of Cleansing",21,70.3
"47","Wear // Tear",21,66.7
"48","Hushbringer",20,72.5
"49","Nature's Claim",19,66.4
"50","Duress",19,73.2
