"","SetCode","NoCopies","Winrate"
"1","MH2",5541,0.721
"2","MH1",2235,0.724
"3","LEA",2181,0.718
"4","ZEN",2178,0.72
"5","ONS",1884,0.725
"6","ELD",908,0.713
"7","LRW",882,0.726
"8","WWK",865,0.713
"9","RAV",798,0.725
"10","STX",749,0.724
"11","WAR",743,0.719
"12","5DN",708,0.721
"13","M20",694,0.718
"14","GPT",668,0.722
"15","SOM",668,0.725
"16","DIS",636,0.731
"17","IKO",600,0.723
"18","CSP",584,0.72
"19","ZNR",581,0.705
"20","KLD",581,0.713
"21","ICE",509,0.742
"22","NPH",485,0.722
"23","THB",480,0.717
"24","EMN",409,0.742
"25","MID",407,0.723
"26","FUT",388,0.717
"27","AVR",373,0.73
"28","ROE",371,0.714
"29","ATQ",313,0.72
"30","AFR",299,0.714
"31","MRD",284,0.708
"32","DRK",263,0.705
"33","MBS",256,0.71
"34","ALA",253,0.728
"35","TSP",251,0.704
"36","PLS",239,0.737
"37","RTR",230,0.706
"38","AER",226,0.723
"39","CON",217,0.713
"40","DTK",214,0.729
"41","M19",210,0.727
"42","M11",208,0.714
"43","SHM",193,0.703
"44","DKA",182,0.753
"45","ARB",161,0.723
"46","CHK",156,0.683
"47","SOK",150,0.727
"48","APC",145,0.679
"49","KTK",145,0.696
"50","ISD",144,0.701
"51","DOM",125,0.71
"52","DST",124,0.716
"53","PC2",116,0.713
"54","PLC",115,0.728
"55","CMD",115,0.728
"56","RNA",108,0.684
"57","GTC",93,0.69
"58","AKH",83,0.733
"59","VOW",81,0.682
"60","JOU",81,0.674
"61","M21",77,0.742
"62","XLN",76,0.733
"63","SOI",70,0.695
"64","OGW",64,0.706
"65","MIR",60,0.766
"66","BFZ",60,0.716
"67","GRN",58,0.712
"68","M10",49,0.713
"69","TMP",48,0.748
"70","HOU",46,0.759
"71","MOR",44,0.667
"72","M12",43,0.725
"73","DGM",43,0.678
"74","NEM",40,0.696
"75","JUD",38,0.675
"76","ULG",37,0.711
"77","EVE",36,0.763
"78","WTH",36,0.716
"79","INV",36,0.68
"80","STH",32,0.727
"81","ARN",28,0.673
"82","M15",20,0.706
"83","PTK",20,0.733
"84","M13",16,0.735
"85","KHM",15,0.718
"86","ORI",15,0.75
"87","FRF",14,0.722
"88","P02",10,0.75
"89","THS",8,0.711
"90","BOK",6,0.667
"91","ODY",3,0.571
"92","LEG",2,0.714
