"","CardNames","DeckCount","WinrateAverage"
"1","Grim Lavamancer",1,100
"2","Condemn",2,87.5
"3","Wilt",2,87.5
"4","Mana Leak",2,82.4
"5","Thieving Skydiver",2,82.4
"6","Abrade",8,80
"7","Exquisite Firecraft",1,80
"8","Skysovereign, Consul Flagship",1,80
"9","Castle Garenbrig",1,80
"10","Thalia, Guardian of Thraben",1,80
"11","Lightning Axe",1,80
"12","Blacksmith's Skill",3,79.2
"13","Crime // Punishment",12,78.9
"14","Treasure Vault",2,78.9
"15","Painful Truths",4,78.6
"16","Tireless Tracker",2,78.6
"17","Obstinate Baloth",18,78.5
"18","Baleful Mastery",4,78.3
"19","Damnation",4,78.3
"20","Search for Azcanta",4,78.3
"21","Necromentia",15,78.1
"22","Emrakul, the Promised End",44,77.8
"23","Boil",1,77.8
"24","Stonehorn Dignitary",1,77.8
"25","Temur Battle Rage",1,77.8
"26","Archmage's Charm",7,77.3
"27","Skullcrack",3,77.3
"28","Meddling Mage",18,77.2
"29","Bottled Cloister",2,76.9
"30","Unmoored Ego",2,76.9
"31","Burrenton Forge-Tender",9,76.8
"32","Extirpate",5,76.7
"33","Possessed Portal",3,76.5
"34","Unholy Heat",3,76.5
"35","Lightning Helix",42,76.2
"36","Magus of the Moon",11,76.2
"37","Lightning Bolt",10,75.5
"38","Echoing Truth",8,75.5
"39","Gaea's Blessing",8,75.5
"40","Gut Shot",22,75.3
"41","Scavenging Ooze",13,75.3
"42","Outland Liberator",25,75
"43","Dispatch",6,75
"44","Jegantha, the Wellspring",4,75
"45","Unearth",2,75
"46","Sentinel Totem",1,75
"47","Night's Whisper",1,75
"48","Goblin Rabblemaster",1,75
"49","Reclamation Sage",1,75
"50","Setessan Petitioner",1,75
