"","CardNames","DeckCount","Winrate95Min"
"1","Gorilla Shaman",165,61.4
"2","Hydroblast",108,60.4
"3","Chainer's Edict",103,60.1
"4","Red Elemental Blast",108,60.1
"5","Pyroblast",108,59.1
"6","Electrickery",23,59
"7","Relic of Progenitus",112,59
"8","Nihil Spellbomb",85,58.7
"9","Suffocating Fumes",62,58.5
"10","Dust to Dust",66,58.4
"11","Blue Elemental Blast",87,58.2
"12","Lone Missionary",14,57.8
"13","Smash to Smithereens",56,57.8
"14","End the Festivities",56,57.5
"15","Destroy Evil",40,57.3
"16","Negate",45,57.1
"17","Krark-Clan Shaman",40,56.9
"18","Dispel",53,56.9
"19","Dawnbringer Cleric",26,56.8
"20","Rotten Reunion",29,56.5
"21","Unexpected Fangs",53,56.5
"22","Shattering Blow",9,56.3
"23","Weather the Storm",23,56.3
"24","Flaring Pain",37,56.1
"25","Navigator's Compass",12,55.8
"26","Return to Nature",5,55.6
"27","Moonblade Shinobi",1,55.5
"28","Faerie Macabre",4,55.1
"29","Spell Pierce",14,55
"30","Exclude",9,54.9
"31","Fiery Cannonade",5,54.8
"32","Gut Shot",14,54.4
"33","Molten Rain",26,53.8
"34","Ram Through",25,53.8
"35","Freewind Falcon",31,53.6
"36","Tolarian Terror",6,53.5
"37","Lifelink",28,53.5
"38","Ancient Grudge",16,53.3
"39","Fangren Marauder",13,52.7
"40","Smash to Dust",22,52.6
"41","Counterspell",5,52.5
"42","Stream of Thought",5,52.5
"43","Scattershot Archer",18,52.5
"44","Standard Bearer",25,52.2
"45","Diabolic Edict",7,51.2
"46","Crimson Acolyte",28,50.8
"47","Prismatic Strands",5,50.7
"48","Curfew",4,50.6
"49","Shrivel",15,50.5
"50","Stonehorn Dignitary",8,50.4
