"","SetCode","NoCopies","Winrate"
"1","MH2",8976,0.75
"2","ZEN",4021,0.753
"3","LEA",3829,0.747
"4","MH1",2839,0.751
"5","ONS",2835,0.755
"6","NEO",1803,0.749
"7","ELD",1512,0.749
"8","GPT",1370,0.754
"9","STX",1127,0.755
"10","SNC",1089,0.749
"11","WWK",1039,0.761
"12","DIS",997,0.752
"13","KLD",968,0.737
"14","M20",942,0.766
"15","CSP",855,0.746
"16","LRW",850,0.745
"17","WAR",845,0.749
"18","RAV",834,0.753
"19","5DN",815,0.744
"20","THB",751,0.74
"21","MID",713,0.756
"22","NPH",710,0.755
"23","SOM",677,0.745
"24","IKO",662,0.756
"25","ATQ",635,0.751
"26","BRO",631,0.74
"27","FUT",611,0.739
"28","AER",589,0.754
"29","DMU",583,0.748
"30","EMN",511,0.747
"31","CMD",511,0.75
"32","DRK",499,0.749
"33","TSP",478,0.748
"34","ARB",449,0.736
"35","MRD",444,0.747
"36","ICE",418,0.766
"37","APC",393,0.759
"38","ZNR",383,0.752
"39","M11",319,0.754
"40","MBS",307,0.76
"41","PC2",292,0.744
"42","M21",291,0.742
"43","AVR",278,0.747
"44","KTK",271,0.752
"45","DGM",270,0.75
"46","PLC",259,0.745
"47","DKA",252,0.728
"48","PLS",249,0.748
"49","AFR",243,0.745
"50","RNA",224,0.762
"51","SOK",223,0.747
"52","VOW",204,0.744
"53","ALA",204,0.751
"54","SHM",201,0.75
"55","CON",198,0.757
"56","HOU",193,0.738
"57","ROE",178,0.745
"58","CHK",177,0.75
"59","DST",176,0.737
"60","KHM",175,0.757
"61","ORI",164,0.759
"62","SOI",153,0.737
"63","RTR",152,0.748
"64","GTC",144,0.744
"65","DOM",143,0.724
"66","AKH",141,0.715
"67","INV",139,0.745
"68","STH",134,0.74
"69","OGW",129,0.717
"70","M19",99,0.75
"71","DTK",95,0.736
"72","MIR",93,0.735
"73","BFZ",85,0.737
"74","JOU",83,0.765
"75","GRN",78,0.763
"76","ISD",55,0.769
"77","EVE",50,0.727
"78","JUD",42,0.734
"79","XLN",41,0.745
"80","MOR",36,0.778
"81","FRF",25,0.753
"82","M12",25,0.761
"83","M13",23,0.814
"84","ARN",22,0.788
"85","M10",22,0.764
"86","C14",19,0.711
"87","M15",12,0.714
"88","ULG",9,0.75
"89","TMP",9,0.741
"90","P02",8,0.714
"91","BOK",7,0.792
"92","PTK",4,0.727
"93","WTH",4,0.75
"94","LEG",3,0.733
"95","ODY",3,0.818
