"","CardNames","DeckCount","Winrate95Min"
"1","Windswept Heath",137,73.8
"2","Spell Pierce",278,73.6
"3","Prismatic Ending",85,73.5
"4","Hallowed Fountain",201,73.5
"5","Ketria Triome",101,73.4
"6","Flooded Strand",314,73.4
"7","Scalding Tarn",374,73.3
"8","Lightning Bolt",395,73.2
"9","Steam Vents",398,73.2
"10","Prismari Command",63,73.1
"11","Stomping Ground",202,73.1
"12","Blacksmith's Skill",81,73
"13","Arid Mesa",200,73
"14","Wooded Foothills",194,72.9
"15","Archon of Cruelty",77,72.8
"16","Boseiju, Who Endures",224,72.8
"17","Sacred Foundry",178,72.7
"18","Mountain",234,72.7
"19","Indomitable Creativity",74,72.6
"20","Dwarven Mine",77,72.6
"21","Sigarda's Aid",93,72.6
"22","Puresteel Paladin",93,72.6
"23","Colossus Hammer",93,72.6
"24","Ornithopter",90,72.6
"25","Inkmoth Nexus",96,72.6
"26","Esper Sentinel",102,72.6
"27","Blood Crypt",171,72.6
"28","Fire // Ice",110,72.5
"29","Teferi, Time Raveler",151,72.5
"30","Consider",148,72.5
"31","Fiery Islet",192,72.5
"32","Kor Outfitter",40,72.4
"33","Transmogrify",43,72.4
"34","Seachrome Coast",76,72.4
"35","Fury",146,72.4
"36","Bloodstained Mire",194,72.4
"37","Leyline Binding",113,72.3
"38","Plains",149,72.3
"39","Dragon's Rage Channeler",174,72.3
"40","Misty Rainforest",274,72.3
"41","Polluted Delta",174,72.2
"42","Expressive Iteration",227,72.2
"43","Burst Lightning",24,72.1
"44","Snow-Covered Island",95,72.1
"45","Kaldra Compleat",100,72.1
"46","Stoneforge Mystic",102,72.1
"47","Wrenn and Six",131,72.1
"48","Giver of Runes",87,72
"49","Mishra's Bauble",216,72
"50","Island",235,72
