"","presence","winrate","low_winrate","comb_presence_winrate","meta_score"
"Tiers 1",Unknown - Dredge,Dimir Shadow - Bant Midrange - Sultai Shadow,Unknown - Bant Midrange,Unknown - Dredge - Bant Midrange,Unknown - Dredge - Bant Midrange
"Tiers 1.5",Mono Green Control - Bant Midrange - Temur Midrange - Thalia Stompy - UBRG Midrange,Izzet Murktide - Unknown - Temur Midrange - Thalia Stompy - Mono White Taxes - Mono Green Control - Dredge,Dredge - Temur Midrange - Mono Green Control - Dimir Shadow - Thalia Stompy - Mono White Taxes,Mono Green Control - Temur Midrange - Thalia Stompy - Dimir Shadow - Mono White Taxes,Mono Green Control - Temur Midrange - Thalia Stompy - Dimir Shadow - Mono White Taxes
"Tiers 2",Mono White Taxes - Dimir Shadow - Grixis Saga - Sultai Midrange - Jeskai Murktide - Izzet Saga - Sultai Shadow - Izzet Murktide - Humans - Azorius Control - Merfolk,Humans - Azorius Control - Grixis Saga - Sultai Midrange - Izzet Saga - UBRG Midrange,UBRG Midrange - Sultai Shadow - Grixis Saga - Izzet Murktide - Sultai Midrange - Izzet Saga - Humans,UBRG Midrange - Sultai Shadow - Grixis Saga - Izzet Murktide - Sultai Midrange - Humans - Izzet Saga - Azorius Control - Jeskai Murktide,UBRG Midrange - Sultai Shadow - Grixis Saga - Izzet Murktide - Sultai Midrange - Humans - Izzet Saga - Azorius Control - Jeskai Murktide
"Tiers 2.5",,Jeskai Murktide - Merfolk,Azorius Control - Jeskai Murktide - Merfolk,Merfolk,Merfolk
