"","CardNames","DeckCount","WinrateAverage"
"1","The Tabernacle at Pendrell Vale",1187,63
"2","Mindbreak Trap",1045,62.9
"3","Leyline of the Void",986,63.5
"4","Grafdigger's Cage",891,62.9
"5","Pithing Needle",789,62.4
"6","Flusterstorm",759,63.4
"7","Force of Vigor",670,62.8
"8","Ravenous Trap",660,63.5
"9","Surgical Extraction",581,62.9
"10","Soul-Guide Lantern",581,63.4
"11","Fatal Push",525,63.6
"12","Hurkyl's Recall",472,63
"13","Pyroblast",453,61.9
"14","Energy Flux",424,62.5
"15","Shattering Spree",422,63.2
"16","Swords to Plowshares",390,63.4
"17","Wurmcoil Engine",371,63
"18","Null Rod",370,61.7
"19","Opposition Agent",310,64.4
"20","Tormod's Crypt",300,62.1
"21","Archive Trap",296,62.3
"22","Ensnaring Bridge",285,61.5
"23","Mycosynth Lattice",281,61.4
"24","Steel Sabotage",275,64.8
"25","Yixlid Jailer",263,62.9
"26","Collector Ouphe",251,64.6
"27","Mountain",224,63.4
"28","Lightning Bolt",220,64
"29","Island",216,63.4
"30","Blightsteel Colossus",196,62.1
"31","Relic of Progenitus",196,61.3
"32","Containment Priest",194,62
"33","Dismember",181,61.6
"34","Veil of Summer",166,62.8
"35","Nature's Claim",166,62.6
"36","Assassin's Trophy",160,62.8
"37","Sphinx of the Steel Wind",159,63.3
"38","Endurance",156,60.3
"39","Stonecoil Serpent",138,61.2
"40","Force of Negation",133,62.2
"41","Duress",123,65
"42","Wasteland",121,62.7
"43","Bojuka Bog",116,61.5
"44","Alpine Moon",116,59.5
"45","Library of Alexandria",102,65.7
"46","Prismatic Ending",102,62.7
"47","By Force",100,59.1
"48","Lurrus of the Dream-Den",99,63.2
"49","Abrupt Decay",97,63.9
"50","Deafening Silence",96,63.6
