"","CardNames","DeckCount","WinrateAverage"
"1","Mox Sapphire",2309,62.9
"2","Black Lotus",2238,62.9
"3","Mental Misstep",2055,63
"4","Mox Jet",2005,63
"5","Force of Will",1913,63
"6","Ancestral Recall",1776,63
"7","Mox Emerald",1758,62.8
"8","Time Walk",1732,63
"9","Gitaxian Probe",1728,62.8
"10","Brainstorm",1651,63.2
"11","Mox Ruby",1646,62.4
"12","Flusterstorm",1598,63.1
"13","Ponder",1593,63.2
"14","Misty Rainforest",1534,63.3
"15","Mox Pearl",1486,62.8
"16","Strip Mine",1451,62.6
"17","Wasteland",1411,62.7
"18","Force of Negation",1306,62.7
"19","Polluted Delta",1264,63.4
"20","Scalding Tarn",1259,63.5
"21","Dig Through Time",1199,63.3
"22","Flooded Strand",1189,63.6
"23","Narset, Parter of Veils",1183,62.9
"24","Preordain",1164,63.6
"25","Underground Sea",1149,63.7
"26","Demonic Tutor",1114,63.7
"27","Gush",1078,63.7
"28","Mana Crypt",1016,62.5
"29","Sol Ring",997,62.5
"30","Island",933,63.2
"31","Treasure Cruise",893,62.5
"32","Tolarian Academy",855,62.4
"33","Merchant Scroll",831,63.3
"34","Daze",822,64.1
"35","Volcanic Island",724,62.2
"36","Vampiric Tutor",721,64.4
"37","Chalice of the Void",715,62.6
"38","Tropical Island",687,62.9
"39","Pyroblast",673,62.3
"40","Oko, Thief of Crowns",627,63.3
"41","Mystic Sanctuary",592,63.4
"42","Mystical Tutor",571,63.8
"43","Tinker",556,62.4
"44","Deathrite Shaman",532,62.8
"45","Urza's Saga",532,61.6
"46","Dack Fayden",517,62.1
"47","Ancient Tomb",510,62.3
"48","Thorn of Amethyst",509,62.7
"49","Trinisphere",509,62.3
"50","Mishra's Workshop",501,62.3
