"","PlayerS","NAppearances","ArchetypeNames","ArchetypeCounts","URL"
"1","discoverN",23,"Unknown","23","https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-01-21#discovern_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-05-26#discovern_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-showcase-challenge-2021-01-17#discovern_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-01-18#discovern_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-02-15#discovern_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-03-08#discovern_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-super-qualifier-2021-04-05#discovern_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-04-18#discovern_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-04-26#discovern_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-05-03#discovern_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-05-10#discovern_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-06-06#discovern_rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-06-07#discovern_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-06-20#discovern_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-06-27#discovern_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-06-28#discovern_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-07-05#discovern_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-08-02#discovern_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-08-09#discovern_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-08-23#discovern_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-09-12#discovern_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-09-19#discovern_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-10-25#discovern_st_place"
"2","Diem4x",14,"Unknown","14","https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-showcase-challenge-2021-03-07#diemx_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-04-12#diemx_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-04-26#diemx_rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-05-02#diemx_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-05-09#diemx_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-06-13#diemx_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-07-12#diemx_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-07-25#diemx_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-08-15#diemx_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-08-16#diemx_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-08-29#diemx_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-09-06#diemx_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-09-19#diemx_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-10-25#diemx_nd_place"
"3","_INF_",13,"Unknown; Temur Midrange","11; 2","https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-02-15#_inf__th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-03-01#_inf__st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-03-29#_inf__th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-04-05#_inf__th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-04-18#_inf__th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-04-25#_inf__th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-04-26#_inf__th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-05-10#_inf__th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-06-28#_inf__th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-07-12#_inf__st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-07-25#_inf__th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-10-18#_inf__rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-10-25#_inf__rd_place"
"4","medvedev",12,"Unknown","12","https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-02-28#medvedev_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-03-01#medvedev_rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-03-29#medvedev_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-04-12#medvedev_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-04-19#medvedev_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-04-26#medvedev_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-06-14#medvedev_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-06-21#medvedev_rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-07-26#medvedev_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-08-29#medvedev_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-10-04#medvedev_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-10-10#medvedev_nd_place"
"5","Slasher21",11,"Unknown; Jeskai Murktide","9; 2","https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-showcase-challenge-2021-01-17#slasher_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-01-18#slasher_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-01-25#slasher_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-03-28#slasher_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-04-05#slasher_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-05-16#slasher_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-06-28#slasher_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-07-05#slasher_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-premier-2021-09-06#slasher_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-10-17#slasher_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-10-24#slasher_nd_place"
"6","bennybo",10,"Unknown","10","https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-01-04#bennybo_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-01-21#bennybo_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-05-26#bennybo_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-02-01#bennybo_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-04-25#bennybo_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-05-09#bennybo_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-07-12#bennybo_rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-08-23#bennybo_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-08-30#bennybo_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-09-13#bennybo_nd_place"
"7","s063",10,"Unknown","10","https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-01-10#s_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-02-01#s_rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-02-14#s_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-06-06#s_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-06-28#s_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-09-05#s_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-10-03#s_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-10-04#s_rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-10-10#s_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-10-11#s_th_place"
"8","Falkoneye",10,"Unknown","10","https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-01-24#falkoneye_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-super-qualifier-2021-01-25#falkoneye_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-05-16#falkoneye_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-showcase-challenge-2021-05-30#falkoneye_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-06-06#falkoneye_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-06-27#falkoneye_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-08-01#falkoneye_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-09-12#falkoneye_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-09-19#falkoneye_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-10-17#falkoneye_nd_place"
"9","Dazai",10,"Temur Midrange; Unknown; UBRG Midrange","6; 3; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-01-25#dazai_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-02-01#dazai_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-02-07#dazai_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-03-08#dazai_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-06-07#dazai_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-06-20#dazai_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-07-26#dazai_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-08-02#dazai_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-09-06#dazai_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-10-17#dazai_th_place"
"10","ecobaronen",10,"Bant Midrange; Unknown","1; 9","https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-super-qualifier-2021-01-25#ecobaronen_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-04-26#ecobaronen_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-07-11#ecobaronen_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-07-26#ecobaronen_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-08-02#ecobaronen_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-08-30#ecobaronen_rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-09-06#ecobaronen_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-premier-2021-09-06#ecobaronen_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-09-13#ecobaronen_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/vintage-challenge-2021-10-25#ecobaronen_th_place"
