"","CardNames","DeckCount","WinrateAverage"
"1","Court of Bounty",1,77.8
"2","Karn, Silver Golem",1,77.8
"3","Sanctum Prelate",2,75
"4","Contagion",2,75
"5","Gurmag Angler",1,75
"6","Stubborn Denial",1,75
"7","Paradigm Shift",1,75
"8","Storm-Kiln Artist",1,75
"9","Channel",1,75
"10","Liquimetal Torque",1,75
"11","Field of Ruin",1,75
"12","Eternal Witness",2,73.3
"13","Sacred Cat",2,73.3
"14","Eldrazi Mimic",2,71.4
"15","Endless One",2,71.4
"16","Matter Reshaper",2,71.4
"17","Eldrazi Temple",2,71.4
"18","Eye of Ugin",2,71.4
"19","Manglehorn",1,71.4
"20","Ashen Rider",1,71.4
"21","Empty the Warrens",1,71.4
"22","Shardless Agent",1,71.4
"23","Violent Outburst",1,71.4
"24","Ardent Plea",1,71.4
"25","City of Brass",1,71.4
"26","Gemstone Caverns",1,71.4
"27","Forsaken Monument",1,71.4
"28","Birds of Paradise",1,71.4
"29","Sleight of Hand",3,70.4
"30","Krovikan Horror",12,69.4
"31","Archon of Cruelty",10,69.1
"32","Echoing Truth",4,68.8
"33","Ipnu Rivulet",2,68.8
"34","Restoration Angel",2,68.8
"35","Life from the Loam",11,68.4
"36","Valki, God of Lies",3,68.4
"37","Grafdigger's Cage",45,68.1
"38","Batterskull",4,68
"39","Kaldra Compleat",4,68
"40","Snuff Out",5,67.6
"41","Baleful Strix",5,67.6
"42","Sanctifier en-Vec",11,67.5
"43","Painful Truths",20,67.3
"44","Crop Rotation",25,67.2
"45","Tangle Wire",9,67.2
"46","Steel Overseer",42,66.9
"47","Dakmor Salvage",38,66.7
"48","Ancient Grudge",13,66.7
"49","Sun Titan",4,66.7
"50","Doomskar",3,66.7
