"","CardNames","DeckCount","Winrate95Min"
"1","Vampiric Tutor",721,63
"2","Daze",822,62.9
"3","Grafdigger's Cage",45,62.8
"4","Underground Sea",1149,62.7
"5","Mystical Dispute",222,62.6
"6","Demonic Tutor",1114,62.6
"7","Gush",1078,62.6
"8","Flooded Strand",1189,62.6
"9","Preordain",1164,62.6
"10","Portent",136,62.5
"11","Underworld Breach",189,62.5
"12","Doomsday",228,62.5
"13","Scalding Tarn",1259,62.5
"14","Brain Freeze",192,62.4
"15","Polluted Delta",1264,62.4
"16","Misty Rainforest",1534,62.4
"17","Demonic Consultation",232,62.3
"18","Mystical Tutor",571,62.3
"19","Brainstorm",1651,62.3
"20","Ponder",1593,62.3
"21","Thassa's Oracle",245,62.2
"22","Dig Through Time",1199,62.2
"23","Flusterstorm",1598,62.2
"24","Mental Misstep",2055,62.2
"25","Mox Jet",2005,62.2
"26","Ancestral Recall",1776,62.2
"27","Time Walk",1732,62.2
"28","Bloodghast",130,62.1
"29","Necropotence",235,62.1
"30","Street Wraith",270,62.1
"31","Tarmogoyf",446,62.1
"32","Force of Will",1913,62.1
"33","Mox Sapphire",2309,62.1
"34","Black Lotus",2238,62.1
"35","Merchant Scroll",831,62
"36","Island",933,62
"37","Gitaxian Probe",1728,62
"38","Dark Ritual",253,61.9
"39","Dreadhorde Arcanist",326,61.9
"40","Mystic Sanctuary",592,61.9
"41","Mox Emerald",1758,61.9
"42","Mox Pearl",1486,61.9
"43","Walking Ballista",127,61.8
"44","Tundra",490,61.8
"45","Oko, Thief of Crowns",627,61.8
"46","Narset, Parter of Veils",1183,61.8
"47","Soul-Guide Lantern",228,61.7
"48","Wasteland",1411,61.7
"49","Teferi, Time Raveler",147,61.6
"50","Force of Negation",1306,61.6
