"","SetCode","NoCopies","Winrate"
"1","LEA",2461,0.744
"2","NEO",2010,0.742
"3","MID",1933,0.742
"4","ELD",1596,0.745
"5","AFR",1480,0.742
"6","KHM",1429,0.742
"7","WAR",1146,0.749
"8","SNC",1125,0.745
"9","VOW",1065,0.735
"10","ZNR",1060,0.737
"11","KLD",855,0.743
"12","RTR",843,0.747
"13","AER",833,0.745
"14","THS",802,0.746
"15","M20",788,0.746
"16","DIS",753,0.743
"17","IKO",742,0.757
"18","THB",707,0.752
"19","DMU",672,0.745
"20","SOI",657,0.741
"21","LRW",591,0.746
"22","DTK",572,0.736
"23","OGW",466,0.744
"24","GPT",461,0.748
"25","RAV",444,0.752
"26","KTK",405,0.74
"27","ICE",389,0.74
"28","M14",386,0.739
"29","ISD",365,0.742
"30","DOM",364,0.735
"31","AKH",363,0.752
"32","EMN",354,0.722
"33","STX",328,0.754
"34","M21",307,0.741
"35","M19",299,0.736
"36","HOU",238,0.748
"37","GRN",231,0.757
"38","ZEN",229,0.729
"39","USG",217,0.746
"40","XLN",206,0.727
"41","MOR",203,0.723
"42","ORI",186,0.721
"43","INV",183,0.731
"44","GTC",163,0.748
"45","DKA",163,0.726
"46","M10",148,0.767
"47","RIX",138,0.765
"48","BNG",120,0.754
"49","PLC",111,0.742
"50","APC",89,0.757
"51","TSP",80,0.74
"52","DGM",71,0.76
"53","RNA",66,0.781
"54","MRD",62,0.776
"55","FRF",60,0.75
"56","VIS",59,0.785
"57","BFZ",35,0.761
"58","JOU",33,0.788
"59","ALA",32,0.753
"60","PTK",28,0.775
"61","DST",26,0.739
"62","CMD",16,0.738
"63","M13",14,0.775
"64","ATQ",4,1
"65","ONS",4,0.714
"66","FUT",4,0.714
