"","CardNames","DeckCount","WinrateAverage"
"1","Counterbalance",2,85.7
"2","Phyrexian Revoker",4,82.1
"3","Rotting Regisaur",1,80
"4","Cursed Totem",1,77.8
"5","Cabal Ritual",1,77.8
"6","Archmage's Charm",1,77.8
"7","Court of Grace",6,77.4
"8","Ratchet Bomb",5,75.7
"9","Warping Wail",5,75.7
"10","Hurkyl's Recall",10,75.6
"11","Mystical Dispute",7,75
"12","Archon of Cruelty",3,75
"13","Nihil Spellbomb",2,75
"14","Sudden Demise",2,75
"15","Past in Flames",2,75
"16","Dread of Night",1,75
"17","Arcane Artisan",1,75
"18","Sphinx of the Final Word",1,75
"19","Shadowspear",1,75
"20","Tangled Florahedron",1,75
"21","Wishclaw Talisman",1,75
"22","Personal Tutor",1,75
"23","Nausea",1,75
"24","Cathar Commando",1,75
"25","Kitesail Freebooter",1,75
"26","Dispel",1,75
"27","Fragmentize",1,75
"28","Elephant Grass",1,75
"29","Skyclave Apparition",1,75
"30","Tocatli Honor Guard",1,75
"31","Murktide Regent",1,75
"32","Darkblast",1,75
"33","Sai, Master Thopterist",1,75
"34","Resculpt",1,75
"35","Stonecoil Serpent",1,75
"36","Vendilion Clique",1,75
"37","Crucible of Worlds",7,74.4
"38","Wilt",6,74.3
"39","Retrofitter Foundry",5,74.3
"40","Silence",4,74.1
"41","Gut Shot",47,74
"42","Wasteland",24,73.6
"43","Trinisphere",9,73.2
"44","Palace Jailer",6,73
"45","Sanctifier en-Vec",2,72.7
"46","Archetype of Endurance",8,72.4
"47","Kataki, War's Wage",3,72.2
"48","Thalia, Guardian of Thraben",3,72.2
"49","Grief",2,72.2
"50","Damping Sphere",4,72
