"","SetCode","NoCopies","Winrate"
"1","MH2",3698,0.691
"2","LEA",3621,0.68
"3","ICE",2468,0.693
"4","ZEN",1809,0.687
"5","TMP",1792,0.683
"6","ONS",1432,0.688
"7","MH1",1369,0.676
"8","LRW",1325,0.683
"9","ALL",1245,0.688
"10","USG",885,0.678
"11","NEM",852,0.7
"12","LEB",715,0.7
"13","NPH",697,0.695
"14","ELD",599,0.674
"15","FUT",577,0.667
"16","MRD",554,0.664
"17","STX",531,0.714
"18","LEG",524,0.686
"19","ULG",479,0.672
"20","CSP",409,0.689
"21","ZNR",384,0.669
"22","M20",373,0.674
"23","EXO",347,0.667
"24","WWK",342,0.675
"25","WAR",336,0.674
"26","ISD",330,0.69
"27","AVR",322,0.668
"28","DKA",321,0.688
"29","THB",306,0.686
"30","PLC",298,0.662
"31","DST",292,0.672
"32","MBS",278,0.673
"33","GTC",267,0.666
"34","ALA",245,0.675
"35","DRK",245,0.669
"36","HOU",245,0.698
"37","GPT",236,0.672
"38","STH",227,0.668
"39","MMQ",225,0.672
"40","SCG",214,0.667
"41","SOM",212,0.672
"42","WTH",198,0.699
"43","M11",193,0.676
"44","MIR",191,0.658
"45","CN2",185,0.687
"46","SOK",171,0.69
"47","RAV",166,0.663
"48","JUD",163,0.655
"49","CMR",163,0.695
"50","ROE",161,0.68
"51","TSP",158,0.659
"52","ODY",155,0.681
"53","VIS",143,0.649
"54","RTR",143,0.661
"55","CON",139,0.663
"56","5DN",136,0.669
"57","PLS",134,0.692
"58","AER",133,0.665
"59","CMD",133,0.675
"60","CHK",132,0.65
"61","EVE",127,0.668
"62","OGW",115,0.74
"63","GRN",114,0.667
"64","BNG",110,0.694
"65","M19",107,0.701
"66","C18",105,0.703
"67","AKH",103,0.701
"68","PC2",101,0.654
"69","AFR",93,0.641
"70","JMP",91,0.648
"71","C14",81,0.698
"72","MOR",79,0.648
"73","TOR",79,0.663
"74","IKO",78,0.683
"75","M15",73,0.649
"76","DIS",66,0.662
"77","M13",60,0.656
"78","SHM",54,0.671
"79","C20",52,0.659
"80","C13",51,0.693
"81","ARB",51,0.65
"82","M21",47,0.648
"83","CNS",44,0.693
"84","BBD",43,0.675
"85","FRF",43,0.654
"86","POR",39,0.692
"87","XLN",38,0.677
"88","APC",35,0.646
"89","BOK",29,0.688
"90","ATQ",28,0.721
"91","FEM",26,0.607
"92","MID",26,0.639
"93","C19",22,0.662
"94","HML",20,0.686
"95","BFZ",18,0.708
"96","M10",18,0.65
"97","KLD",17,0.667
"98","DOM",16,0.696
"99","SOI",14,0.625
"100","KTK",14,0.6
"101","KHM",14,0.571
"102","M14",12,0.625
"103","PTK",12,0.667
"104","RNA",10,0.615
"105","EMN",7,0.562
"106","ORI",6,0.613
"107","JOU",6,0.636
"108","UDS",5,0.656
"109","INV",5,0.647
"110","DTK",4,0.571
"111","THS",3,0.609
"112","M12",1,0.5
