"","CardNames","DeckCount","WinrateAverage"
"1","Pithing Needle",177,72.7
"2","Rending Volley",154,72.8
"3","Mystical Dispute",147,72
"4","Damping Sphere",129,73.3
"5","Duress",111,72.4
"6","Disdainful Stroke",89,72
"7","Unlicensed Hearse",89,71.5
"8","Extinction Event",88,71.3
"9","Rest in Peace",86,72.6
"10","Reckoner Bankbuster",83,72.5
"11","Ritual of Soot",78,72.5
"12","Abrade",78,73
"13","Narset's Reversal",78,72.2
"14","Aether Gust",77,71.2
"15","Portable Hole",69,73.8
"16","Skysovereign, Consul Flagship",68,72.9
"17","Go Blank",51,68.9
"18","Kolaghan's Command",51,72.7
"19","Shark Typhoon",49,71.1
"20","Jegantha, the Wellspring",48,71.9
"21","Cityscape Leveler",47,72.8
"22","Reidane, God of the Worthy",47,73.7
"23","Haywire Mite",46,73.8
"24","The Stone Brain",46,73.6
"25","Hullbreaker Horror",44,71.5
"26","Tormod's Crypt",44,73.5
"27","The Chain Veil",44,73.5
"28","Pestilent Cauldron",44,73.5
"29","Thoughtseize",42,72.8
"30","Transmogrifying Wand",39,74.4
"31","Dovin's Veto",34,71.5
"32","Temporary Lockdown",34,75.1
"33","Darksteel Citadel",33,73.7
"34","Negate",32,71.9
"35","Yorion, Sky Nomad",30,72.9
"36","Fatal Push",30,74.9
"37","Noxious Grasp",30,73.1
"38","Fry",29,72.5
"39","Tear Asunder",29,72.5
"40","Supreme Verdict",28,69.4
"41","God-Pharaoh's Statue",28,73
"42","Ray of Enfeeblement",28,73.4
"43","Wedding Announcement",28,73.7
"44","Approach of the Second Sun",28,70.9
"45","Esika's Chariot",27,74.7
"46","Alpine Moon",26,76.6
"47","Zacama, Primal Calamity",26,71.5
"48","Liliana of the Veil",26,75.3
"49","Scavenging Ooze",25,74.2
"50","Deafening Silence",24,71.8
