"","SetCode","NoCopies","Winrate"
"1","LEA",2583,0.721
"2","NEO",2234,0.722
"3","MID",1736,0.719
"4","ELD",1691,0.718
"5","KHM",1437,0.727
"6","AFR",1424,0.721
"7","ZNR",1323,0.731
"8","WAR",1186,0.727
"9","SNC",1157,0.727
"10","IKO",990,0.721
"11","VOW",941,0.724
"12","BRO",930,0.731
"13","AER",780,0.726
"14","KLD",779,0.731
"15","M20",765,0.727
"16","THB",728,0.726
"17","THS",675,0.734
"18","DMU",661,0.724
"19","DIS",658,0.715
"20","DTK",650,0.725
"21","RTR",643,0.72
"22","LRW",581,0.723
"23","SOM",571,0.733
"24","SOI",558,0.724
"25","GPT",546,0.738
"26","RAV",542,0.734
"27","ONE",538,0.718
"28","AKH",519,0.713
"29","DOM",494,0.724
"30","ICE",477,0.713
"31","MOR",431,0.725
"32","M14",386,0.732
"33","KTK",381,0.729
"34","GRN",375,0.725
"35","XLN",335,0.717
"36","ORI",335,0.733
"37","STX",315,0.722
"38","M10",305,0.724
"39","OGW",292,0.724
"40","USG",286,0.721
"41","HOU",268,0.724
"42","M19",260,0.739
"43","VIS",205,0.723
"44","EMN",204,0.718
"45","M21",194,0.715
"46","ISD",164,0.735
"47","ZEN",163,0.734
"48","RIX",156,0.728
"49","INV",155,0.715
"50","APC",142,0.746
"51","GTC",135,0.7
"52","DGM",131,0.704
"53","JOU",129,0.749
"54","BFZ",124,0.719
"55","MRD",121,0.714
"56","DKA",104,0.725
"57","PLC",82,0.712
"58","RNA",76,0.73
"59","BNG",74,0.743
"60","M15",68,0.731
"61","CMD",65,0.721
"62","TSP",62,0.74
"63","FRF",39,0.703
"64","M13",28,0.709
"65","M12",28,0.72
"66","ALA",17,0.75
"67","MBS",17,0.726
"68","PTK",5,0.571
"69","NPH",4,0.75
"70","ROE",2,0.714
