"","Artist","NoCopies","Winrate"
"1","Rob Alexander",1803,0.729
"2","Johannes Voss",1002,0.722
"3","Jonas De Ro",817,0.711
"4","Lucas Graciano",762,0.725
"5","Adam Paquette",750,0.734
"6","Eric Deschamps",723,0.715
"7","Christopher Rush",691,0.724
"8","Jesper Myrfors",660,0.723
"9","Wesley Burt",634,0.733
"10","Victor Adame Minguez",611,0.728
"11","Joseph Meehan",604,0.725
"12","Aleksi Briclot",585,0.723
"13","Jung Park",538,0.734
"14","Kieran Yanner",523,0.735
"15","John Stanko",523,0.725
"16","Chris Rahn",518,0.717
"17","Anson Maddocks",500,0.725
"18","Daarken",490,0.724
"19","Svetlin Velinov",419,0.723
"20","Dan Frazier",413,0.719
"21","Titus Lunter",389,0.717
"22","Izzy",388,0.714
"23","Magali Villeneuve",379,0.713
"24","Dave Kendall",369,0.731
"25","John Avon",369,0.714
"26","Chris Rallis",348,0.714
"27","Ravenna Tran",333,0.719
"28","Ekaterina Burmak",331,0.718
"29","Fred Fields",327,0.727
"30","Dimitar Marinski",318,0.709
"31","Chris Ostrowski",315,0.732
"32","Steve Prescott",312,0.725
"33","Pete Venters",306,0.727
"34","Tomasz Jedruszek",305,0.725
"35","Caio Monteiro",294,0.714
"36","Igor Kieryluk",290,0.726
"37","Sam Burley",287,0.714
"38","Raoul Vitale",279,0.738
"39","Lawrence Snelly",276,0.725
"40","Jason Rainville",271,0.717
"41","Filip Burburan",266,0.713
"42","Manuel Castañón",265,0.714
"43","Chris Seaman",257,0.72
"44","Douglas Shuler",256,0.725
"45","Lucas Staniec",250,0.72
"46","Mark Poole",248,0.71
"47","Jaime Jones",244,0.723
"48","Steve Argyle",242,0.753
"49","Zezhou Chen",242,0.728
"50","Bryan Sola",239,0.727
"51","Franz Vohwinkel",235,0.715
"52","Jesper Ejsing",229,0.727
"53","Dan Scott",229,0.731
"54","Campbell White",214,0.736
"55","Volkan Baǵa",210,0.714
"56","Cristi Balanescu",205,0.741
"57","Bryan Talbot",205,0.723
"58","Wisnu Tan",204,0.733
"59","Alayna Danner",200,0.725
"60","Ryan Pancoast",200,0.739
"61","Jakub Kasper",197,0.746
"62","Steven Belledin",193,0.73
"63","Wayne Reynolds",188,0.728
"64","Irina Nordsol",177,0.732
"65","Jehan Choo",176,0.735
"66","Yigit Koroglu",176,0.735
"67","Dmitry Burmak",176,0.741
"68","Vincent Proce",172,0.723
"69","Donato Giancola",167,0.739
"70","Inka Schulz",165,0.722
