"","SetCode","NoCopies","Winrate"
"1","LEA",1110,0.646
"2","ZNR",965,0.642
"3","ELD",962,0.657
"4","MID",957,0.641
"5","KTK",507,0.648
"6","M20",486,0.641
"7","IKO",454,0.635
"8","WAR",454,0.64
"9","STX",443,0.644
"10","AFR",430,0.636
"11","THS",422,0.632
"12","KLD",411,0.65
"13","SOI",396,0.659
"14","AKH",388,0.643
"15","KHM",373,0.647
"16","RTR",352,0.645
"17","GRN",350,0.659
"18","GPT",338,0.65
"19","AER",306,0.639
"20","DOM",287,0.612
"21","RAV",276,0.63
"22","THB",275,0.635
"23","XLN",245,0.657
"24","INV",245,0.655
"25","EMN",229,0.662
"26","DIS",228,0.653
"27","M10",227,0.626
"28","M19",220,0.624
"29","M21",186,0.637
"30","RNA",177,0.633
"31","ISD",176,0.648
"32","M14",169,0.646
"33","LRW",162,0.648
"34","TSP",148,0.677
"35","DTK",144,0.645
"36","MOR",137,0.663
"37","JOU",133,0.632
"38","GTC",127,0.603
"39","APC",117,0.638
"40","OGW",85,0.625
"41","HOU",81,0.645
"42","BFZ",80,0.636
"43","DGM",76,0.636
"44","ALA",70,0.63
"45","ORI",61,0.636
"46","FRF",61,0.599
"47","USG",59,0.64
"48","CMD",54,0.622
"49","M15",52,0.653
"50","RIX",51,0.613
"51","ICE",35,0.538
"52","ATQ",32,0.667
"53","DST",32,0.667
"54","MRD",30,0.659
"55","PLC",24,0.633
"56","PTK",16,0.643
"57","SHM",7,0.5
"58","ZEN",3,0.615
