"","CardNames","DeckCount","WinrateAverage"
"1","Ashiok, Nightmare Muse",1,87.5
"2","Cry of the Carnarium",1,87.5
"3","Painful Truths",1,85.7
"4","Glass Casket",1,77.8
"5","Gurmag Angler",1,75
"6","Shattering Blow",1,75
"7","Sweltering Suns",10,73.8
"8","Settle the Wreckage",4,73.3
"9","Fateful Absence",4,73.1
"10","Shadowspear",4,72.4
"11","Sprite Dragon",18,71.9
"12","Light of Hope",1,71.4
"13","Arashin Cleric",1,71.4
"14","Outland Liberator",1,71.4
"15","Yorion, Sky Nomad",1,71.4
"16","Kaya's Wrath",1,71.4
"17","Power Word Kill",1,71.4
"18","Deafening Silence",1,71.4
"19","Heartless Act",1,71.4
"20","Kaya, Orzhov Usurper",1,71.4
"21","No Way Out",1,71.4
"22","Eye of Vecna",1,71.4
"23","Self-Inflicted Wound",2,70.6
"24","Brazen Borrower",22,70.4
"25","Ral, Izzet Viceroy",20,69.6
"26","Slaughter Games",3,69.6
"27","Pieces of the Puzzle",8,69
"28","Korvold, Fae-Cursed King",2,68.8
"29","Eternal Scourge",31,68.7
"30","Scrabbling Claws",12,68.4
"31","Lightning Axe",12,68.4
"32","Toski, Bearer of Secrets",3,68.4
"33","Disdainful Stroke",25,67.8
"34","Invasive Surgery",24,67.7
"35","Negate",19,67.7
"36","Binding the Old Gods",4,67.7
"37","Selfless Spirit",6,67.5
"38","Klothys, God of Destiny",13,67.3
"39","Wear // Tear",8,67.3
"40","Narset's Reversal",21,67.1
"41","Angrath's Rampage",11,67.1
"42","Stubborn Denial",8,66.7
"43","Young Pyromancer",5,66.7
"44","Voice of Resurgence",4,66.7
"45","Cleansing Wildfire",2,66.7
"46","Fiery Impulse",2,66.7
"47","Spell Pierce",1,66.7
"48","Leyline of Sanctity",1,66.7
"49","Rampaging Ferocidon",1,66.7
"50","Torbran, Thane of Red Fell",1,66.7
