"","PLAYERS","NB_APPEARANCES","TOTAL_NB_MATCHES","WINRATE_AVERAGE","WINRATE_95_MIN","WINRATE_95_MAX","TOTAL_POINTS","ARCHETYPE_NAMES","ARCHETYPE_COUNT","URL"
"1","TSPJendrek",3,26,0.807692307692308,0.606494472060678,0.934451891263217,63,"WUBG Control; UBRG Control","2; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-06-07#tspjendrek_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-08#tspjendrek_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-14#tspjendrek_th_place"
"2","SebastianStueckl",3,25,0.72,0.506123178193745,0.879283311495933,54,"Gruul Midrange; Dredge","2; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-06-07#sebastianstueckl_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-14#sebastianstueckl_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-15#sebastianstueckl_th_place"
"3","_Batutinha_",3,22,0.681818181818182,0.45127557242623,0.861353478446202,45,"Bant Control","3","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-06-07#_batutinha__th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-08#_batutinha__th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-15#_batutinha__th_place"
"4","Lord_Beerus",3,22,0.681818181818182,0.45127557242623,0.861353478446202,45,"Burn","3","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-08#lord_beerus_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-14#lord_beerus_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-15#lord_beerus_th_place"
"5","hugo87",2,17,0.823529411764706,0.565682127155716,0.962014931929374,42,"Gifts Storm","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-08#hugo_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-15#hugo_st_place"
"6","bobthedog",2,17,0.823529411764706,0.565682127155716,0.962014931929374,42,"Sultai Control","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-14#bobthedog_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-15#bobthedog_nd_place"
"7","SvenSveeterSven",2,18,0.777777777777778,0.52362723426352,0.935907952282333,42,"Izzet Control","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-14#svensveetersven_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-21#svensveetersven_th_place"
"8","MadMaxErnst",3,22,0.636363636363636,0.406576668825647,0.828020562353668,42,"Uroza","3","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-14#madmaxernst_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-15#madmaxernst_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-21#madmaxernst_th_place"
"9","JB2002",2,16,0.75,0.476229180103872,0.927337961747118,36,"Bant Blink","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-08#jb_rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-15#jb_th_place"
"10","Laplasjan",2,16,0.75,0.476229180103872,0.927337961747118,36,"Devoted","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-08#laplasjan_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-14#laplasjan_th_place"
"11","TheTunnelingCat",2,15,0.733333333333333,0.448996758963029,0.922128453708956,33,"Eldrazi Tron","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-06-07#thetunnelingcat_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-14#thetunnelingcat_th_place"
"12","Sonso JF",2,15,0.733333333333333,0.448996758963029,0.922128453708956,33,"Devoted; Thopter Urza","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-06-07#sonso_jf_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-14#sonso_jf_th_place"
"13","ZYURYO",2,17,0.647058823529412,0.383283663443403,0.857902516889779,33,"WUBG Control","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-08#zyuryo_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-15#zyuryo_th_place"
"14","Do0mSwitch",1,11,0.909090909090909,0.587220083011617,0.997701027786186,30,"Bant Control","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-06-07#domswitch_st_place"
"15","hugofreitas1",1,11,0.909090909090909,0.587220083011617,0.997701027786186,30,"Gifts Storm","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-06-07#hugofreitas_nd_place"
"16","Moniz0801",2,15,0.666666666666667,0.383803732541154,0.881758896633119,30,"Amulet Titan","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-06-07#moniz_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-08#moniz_st_place"
"17","signblindman",2,15,0.666666666666667,0.383803732541154,0.881758896633119,30,"Gruul Midrange","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-08#signblindman_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-15#signblindman_th_place"
"18","indianpancake",2,15,0.666666666666667,0.383803732541154,0.881758896633119,30,"Devoted; Gruul Midrange","1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-08#indianpancake_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-14#indianpancake_th_place"
"19","GoblinK1ng",2,14,0.714285714285714,0.418964742816338,0.916110681692872,30,"Goblins","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-14#goblinkng_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-21#goblinkng_th_place"
"20","Erik157751",2,14,0.642857142857143,0.351380110615992,0.872401570140841,27,"Eldrazi Tron","2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-08#erik_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-21#erik_th_place"
"21","nathansteuer",1,10,0.8,0.443904537692359,0.974789273673167,24,"Uroza","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-06-07#nathansteuer_rd_place"
