"","ARCHETYPES","NB_COPIES","NB_PLAYERS","TOTAL_NB_MATCHES","WINRATE_AVERAGE","WINRATE_95_MIN","WINRATE_95_MAX","MATCHES_PER_PLAYER","WINRATE_ARCH_OUT_PLAYERS"
"1","Bant Control",17,15,129,0.689922480620155,0.602518279654388,0.768374042576849,8.6,1.01514120209724
"2","Gifts Storm",8,6,63,0.698412698412698,0.569750230886399,0.807689419077902,10.5,1.04283903675539
"3","Uroza",6,4,46,0.673913043478261,0.519827959362465,0.804674563326106,11.5,0.990292067706605
"4","Neobrand",2,2,16,0.6875,0.413379363548641,0.889830045282883,8,1.01911764705882
"5","Gruul Midrange",11,9,83,0.662650602409639,0.550500640844748,0.762813798052235,9.22222222222222,1.01826061104453
"6","Dredge",6,6,51,0.745098039215686,0.603665783055925,0.856737416240272,8.5,1.01903887267228
"7","Bant Blink",3,2,25,0.72,0.506123178193745,0.879283311495933,12.5,1.01647058823529
"8","Devoted",9,8,72,0.694444444444444,0.574683346685525,0.797620130569933,9,1.00164556056378
"9","Eldrazi Tron",18,16,128,0.6640625,0.57524712802755,0.745091910104583,8,1.00665463568689
"10","Amulet Titan",8,7,62,0.693548387096774,0.563497415296102,0.80438595962718,8.85714285714286,0.999934086504871
"11","Hardened Scales",3,3,23,0.739130434782609,0.515948029597562,0.897713866084642,7.66666666666667,1.00140252454418
"12","Thopter Urza",5,5,38,0.710526315789474,0.540967933075708,0.84575371321209,7.6,1.00163700816149
"13","Blue Tron",1,1,8,0.75,0.349144205587176,0.968145973750056,8,1
"14","WUBG Control",5,3,42,0.738095238095238,0.579603312882392,0.86138986791153,14,1.02086127253762
"15","Humans",6,6,45,0.711111111111111,0.556854722914768,0.836337439554319,7.5,1.00579981290926
"16","Burn",11,9,82,0.670731707317073,0.558141199383886,0.770578912497645,9.11111111111111,1.00989255162475
"17","Green Tron",3,3,22,0.590909090909091,0.363546961729731,0.792906877002851,7.33333333333333,1.00275482093664
"18","Sultai Control",10,9,77,0.688311688311688,0.572572473306617,0.789053157744092,8.55555555555556,1.03347269965908
"19","Infect",3,3,22,0.636363636363636,0.406576668825647,0.828020562353668,7.33333333333333,0.999150382327953
"20","Winota",2,2,15,0.666666666666667,0.383803732541154,0.881758896633119,7.5,0.995555555555555
"21","Mill",1,1,8,0.75,0.349144205587176,0.968145973750056,8,1
"22","Izzet Control",4,3,36,0.75,0.577970415421856,0.878796705876165,12,1.02143757881463
"23","Mono Red Prowess",1,1,7,0.571428571428571,0.184051567640083,0.901011721557492,7,1
"24","UBRG Control",1,1,8,0.75,0.349144205587176,0.968145973750056,8,0.928571428571429
"25","Goblins",2,1,14,0.714285714285714,0.418964742816338,0.916110681692872,14,1
"26","Taking Turns",1,1,7,0.714285714285714,0.290420863737343,0.963307433823914,7,1
"27","Temur Control",1,1,7,0.714285714285714,0.290420863737343,0.963307433823914,7,1
"28","Scapeshift",1,1,7,0.714285714285714,0.290420863737343,0.963307433823914,7,1
"29","Grinding Breach",1,1,7,0.571428571428571,0.184051567640083,0.901011721557492,7,1
"30","Inverter Combo",1,1,7,0.714285714285714,0.290420863737343,0.963307433823914,7,1
"31","Orzhov Taxes",1,1,7,0.714285714285714,0.290420863737343,0.963307433823914,7,1
"32","Jund Midrange",1,1,7,0.571428571428571,0.184051567640083,0.901011721557492,7,1
"33","Esper Control",1,1,7,0.571428571428571,0.184051567640083,0.901011721557492,7,1
"34","Kinnan Legends",2,2,15,0.733333333333333,0.448996758963029,0.922128453708956,7.5,1.01399176954733
"35","Ad Nauseam",1,1,8,0.75,0.349144205587176,0.968145973750056,8,1
"36","Niv To Light",1,1,7,0.714285714285714,0.290420863737343,0.963307433823914,7,1
"37","Pyro Ascension",1,1,7,0.571428571428571,0.184051567640083,0.901011721557492,7,1
"38","Spirits",1,1,7,0.571428571428571,0.184051567640083,0.901011721557492,7,1
