"","Artist","NoCopies","Winrate"
"1","Rob Alexander",1293,0.715
"2","Wesley Burt",765,0.712
"3","Christopher Rush",674,0.718
"4","Magali Villeneuve",660,0.714
"5","Johannes Voss",625,0.712
"6","Anson Maddocks",618,0.718
"7","Svetlin Velinov",618,0.714
"8","Douglas Shuler",600,0.705
"9","Adam Paquette",554,0.708
"10","Eric Deschamps",495,0.705
"11","Chris Rallis",467,0.717
"12","Steve Argyle",464,0.708
"13","Jonas De Ro",441,0.709
"14","Victor Adame Minguez",439,0.704
"15","Kieran Yanner",418,0.718
"16","Titus Lunter",390,0.72
"17","Karl Kopinski",384,0.733
"18","Tomasz Jedruszek",355,0.719
"19","Joseph Meehan",352,0.711
"20","Lucas Graciano",348,0.704
"21","Piotr Dura",326,0.71
"22","Jung Park",313,0.722
"23","Ryan Pancoast",302,0.711
"24","Ekaterina Burmak",288,0.718
"25","Daarken",279,0.712
"26","Anastasia Ovchinnikova",275,0.72
"27","Winona Nelson",275,0.718
"28","Zezhou Chen",260,0.702
"29","Igor Kieryluk",250,0.716
"30","Cristi Balanescu",243,0.717
"31","John Howe",238,0.708
"32","Aleksi Briclot",232,0.723
"33","Raoul Vitale",214,0.718
"34","Alayna Danner",206,0.715
"35","Daniel Ljunggren",204,0.707
"36","John Stanko",202,0.696
"37","Wisnu Tan",197,0.717
"38","Andreas Rocha",196,0.701
"39","Slawomir Maniak",194,0.697
"40","Jehan Choo",192,0.719
"41","Jesper Ejsing",191,0.72
"42","Dan Scott",189,0.711
"43","John Avon",186,0.715
"44","Viktor Titov",183,0.705
"45","Yigit Koroglu",182,0.726
"46","Dmitry Burmak",180,0.695
"47","Jaime Jones",177,0.712
"48","Mark Poole",177,0.707
"49","Jakub Kasper",176,0.723
"50","Yeong-Hao Han",174,0.689
"51","Jesper Myrfors",173,0.704
"52","Florian de Gesincourt",169,0.701
"53","Noah Bradley",167,0.729
"54","Franz Vohwinkel",164,0.708
"55","Sam Burley",163,0.696
"56","Ravenna Tran",157,0.702
"57","Cyril Van Der Haegen",156,0.712
"58","Dan Frazier",153,0.709
"59","Cynthia Sheppard",151,0.7
"60","Mike Bierek",151,0.698
"61","Izzy",151,0.72
"62","Wayne Reynolds",147,0.728
"63","Campbell White",144,0.716
"64","Chase Stone",143,0.725
"65","Lucas Staniec",143,0.71
"66","Jonathan Kuo",141,0.697
"67","Jason Rainville",137,0.718
"68","Sarah Finnigan",134,0.711
"69","Vance Kovacs",128,0.709
"70","Heonhwa Choe",126,0.697
"71","Chris Ostrowski",125,0.713
"72","Donato Giancola",121,0.707
"73","Seb McKinnon",120,0.717
"74","Volkan Baǵa",110,0.705
"75","William Arnold",108,0.694
"76","Lawrence Snelly",98,0.724
"77","Lius Lasahido",98,0.724
"78","Robbie Trevino",96,0.723
"79","Johann Bodin",95,0.715
"80","Richard Wright",94,0.713
"81","Caio Monteiro",94,0.702
"82","Nils Hamm",91,0.696
"83","Dimitar Marinski",90,0.702
"84","Ryan Yee",90,0.722
"85","Lake Hurwitz",89,0.719
"86","Andreas Zafiratos",88,0.707
"87","Chris Seaman",84,0.73
"88","Anna Steinbauer",81,0.7
"89","G-host Lee",80,0.726
"90","Matt Stewart",80,0.697
"91","Andrew Goldhawk",78,0.7
"92","Randy Vargas",78,0.706
"93","Raymond Swanland",76,0.715
"94","Chris Rahn",76,0.717
"95","Christine Choi",72,0.706
"96","Vincent Proce",71,0.717
"97","James Ryman",67,0.696
"98","Cliff Childs",64,0.726
"99","Todd Lockwood",63,0.714
"100","Manuel Castañón",63,0.707
"101","Clint Cearley",61,0.69
"102","Martina Fackova",60,0.716
"103","Lie Setiawan",58,0.724
"104","Steven Belledin",51,0.709
"105","Scott M. Fischer",50,0.724
"106","David Palumbo",50,0.728
"107","Jeremy Jarvis",49,0.726
"108","Anato Finnstark",48,0.736
"109","Josu Hernaiz",48,0.725
"110","Fred Fields",48,0.676
"111","Brad Rigney",47,0.727
"112","Darrell Riche",46,0.72
"113","Irina Nordsol",45,0.694
"114","Aaron Miller",44,0.674
"115","Gabor Szikszai",43,0.733
"116","Jason Chan",42,0.741
"117","Zack Stella",42,0.713
"118","Mark Winters",42,0.734
"119","Jana Schirmer & Johannes Voss",42,0.716
"120","Jason A. Engle",40,0.686
"121","Julian Kok Joon Wen",39,0.71
"122","Josh Hass",39,0.701
"123","Muhammad Firdaus",39,0.66
"124","Howard Lyon",34,0.684
"125","Milivoj Ćeran",33,0.704
"126","Dave Kendall",32,0.765
"127","Stanton Feng",32,0.717
"128","Grzegorz Rutkowski",31,0.708
"129","Craig J Spearing",30,0.72
"130","Zoltan Boros",30,0.683
"131","Bryan Sola",29,0.724
"132","Colin Boyer",27,0.732
"133","Tyler Jacobson",25,0.693
"134","Yohann Schepacz",23,0.692
"135","PINDURSKI",23,0.698
"136","Anthony S. Waters",22,0.75
"137","Jason Felix",22,0.667
"138","Yongjae Choi",21,0.713
"139","Suzanne Helmigh",20,0.725
"140","Alexander Forssberg",20,0.686
"141","Miranda Meeks",20,0.7
"142","Chris Cold",20,0.725
"143","Johan Grenier",19,0.71
"144","Julie Baroh",18,0.735
"145","Filip Burburan",17,0.747
"146","Ralph Horsley",16,0.71
"147","Austin Hsu",16,0.711
"148","Lindsey Look",15,0.643
"149","Bastien L. Deharme",15,0.667
"150","Amy Weber",14,0.676
"151","Willian Murai",14,0.717
"152","Rovina Cai",12,0.712
"153","Alex Konstad",12,0.667
"154","Mark Zug",11,0.696
"155","Steve Prescott",10,0.64
"156","Jon Foster",9,0.792
"157","Uriah Voth",9,0.725
"158","Caroline Gariba",9,0.75
"159","Evyn Fong",9,0.714
"160","Nicholas Gregory",8,0.66
"161","Iris Compiet",8,0.706
"162","Tyler Walpole",8,0.571
"163","Anthony Palumbo",8,0.571
"164","Alexander Mokhov",8,0.571
"165","Tommy Arnold",7,0.718
"166","Ilse Gort",6,0.684
"167","Anna Podedworna",6,0.64
"168","Eytan Zana",6,0.714
"169","Olivier Bernard",5,0.714
"170","Darek Zabrocki",4,0.727
"171","Mathias Kollros",4,0.8
"172","Jack Wang",4,1
"173","Lorenzo Mastroianni",4,0.727
"174","Brent Hollowell",4,0.643
"175","Mads Ahm",4,0.714
"176","Goran Josic",4,0.714
"177","Darren Tan",3,0.571
"178","Marta Nael",2,0.75
"179","Sung Choi",2,0.667
"180","Fiona Hsieh",2,0.643
"181","Ryan Alexander Lee",2,0.714
"182","James Paick",2,0.571
"183","Christopher Moeller",2,0.571
"184","Heather Hudson",2,0.571
"185","Jeff Simpson",1,0.714
"186","Pat Morrissey",1,0.714
"187","Jason Kang",1,0.571
"188","Justyna Gil",1,0.571
"189","Naomi Baker",1,0.571
