"","CardNames","DeckCount","WinrateAverage"
"1","Mystical Dispute",107,71.7
"2","Damping Sphere",88,71.3
"3","Rending Volley",85,70.1
"4","Redcap Melee",84,71.6
"5","Aether Gust",59,71.6
"6","Grafdigger's Cage",57,71.7
"7","Rest in Peace",57,70.5
"8","Deafening Silence",55,70.9
"9","Go Blank",50,72.2
"10","Pithing Needle",50,71.8
"11","Skysovereign, Consul Flagship",50,71.7
"12","Narset's Reversal",50,71.1
"13","Alpine Moon",49,72.5
"14","God-Pharaoh's Statue",47,72
"15","Tormod's Crypt",47,72
"16","Elite Spellbinder",45,71.1
"17","Pestilent Cauldron",44,72.2
"18","Fry",42,71.2
"19","Chandra, Torch of Defiance",42,71.5
"20","Lava Coil",42,71.8
"21","Archon of Emeria",41,69
"22","Rampaging Ferocidon",41,69.9
"23","Roiling Vortex",40,71.3
"24","Anger of the Gods",38,72.1
"25","Disdainful Stroke",37,71.8
"26","Duress",36,70.8
"27","Noxious Grasp",36,72
"28","Portable Hole",36,69.7
"29","Unlicensed Hearse",35,69.5
"30","Hullbreaker Horror",34,71.8
"31","Skyclave Apparition",33,71.3
"32","Spell Pierce",33,70
"33","Dovin's Veto",33,72.5
"34","Golos, Tireless Pilgrim",32,72.1
"35","Tablet of the Guilds",31,69.6
"36","Yorion, Sky Nomad",29,70.8
"37","Negate",26,73.7
"38","Darksteel Citadel",25,70.8
"39","Meteor Golem",22,73
"40","Kolaghan's Command",21,71.5
"41","Esika's Chariot",21,73.7
"42","Jegantha, the Wellspring",21,72.3
"43","Kenrith's Transformation",20,73
"44","Shadowspear",20,68.9
"45","Settle the Wreckage",20,69.9
"46","Sunset Revelry",20,69.4
"47","Reidane, God of the Worthy",19,71.5
"48","Treasure Vault",17,73.1
"49","Ray of Enfeeblement",16,72.5
"50","Jace, Wielder of Mysteries",16,70.6
