"","CardNames","DeckCount","Winrate95Min"
"1","Alpine Moon",23,67.2
"2","Emrakul, the Promised End",10,66.1
"3","Lightning Helix",9,65.9
"4","Veil of Summer",18,64.9
"5","Yorion, Sky Nomad",12,64.2
"6","Lurrus of the Dream-Den",25,63.3
"7","Engineered Explosives",30,63.2
"8","Pithing Needle",16,62.8
"9","Relic of Progenitus",16,61.9
"10","Torpor Orb",9,61.5
"11","Endurance",19,61.4
"12","Spell Pierce",10,61.2
"13","Dovin's Veto",8,60.7
"14","Terminate",11,59.7
"15","Flusterstorm",6,59
"16","Kolaghan's Command",10,58.9
"17","Soul-Guide Lantern",9,58
"18","Nihil Spellbomb",11,56.9
"19","Tourach, Dread Cantor",7,56.6
"20","Force of Negation",5,56.3
"21","Prismatic Ending",5,56.3
"22","Mystical Dispute",9,56.3
"23","Aether Gust",10,55.9
"24","Force of Vigor",13,55.7
"25","Void Mirror",7,55.6
"26","Dress Down",11,55.4
"27","Cathar Commando",3,54.6
"28","Path to Exile",9,54.5
"29","Sanctifier en-Vec",5,53.3
"30","Chalice of the Void",7,52
"31","Thoughtseize",8,51.3
"32","Rest in Peace",5,50.6
"33","Jace, the Mind Sculptor",3,49.2
"34","Archmage's Charm",1,47.8
"35","Abrade",1,47.8
"36","Dark Confidant",1,47.8
"37","Duress",1,47.8
"38","Tormod's Crypt",4,46.5
"39","Gut Shot",4,46.5
"40","Manriki-Gusari",4,45.7
"41","Foundation Breaker",3,44.9
"42","Spreading Seas",3,44.9
"43","Cavern of Souls",5,44.7
"44","Ghost Quarter",5,44.7
"45","Lightning Bolt",2,44.4
"46","Bojuka Bog",4,43.4
"47","Blood Moon",4,43.4
"48","Gaea's Blessing",1,39.8
"49","Grafdigger's Cage",3,38.6
"50","Liquimetal Coating",3,38.6
