"","SetCode","NoCopies","Winrate"
"1","MID",1653,0.708
"2","LEA",1593,0.71
"3","ZNR",1380,0.713
"4","ELD",1274,0.711
"5","NEO",1272,0.704
"6","AFR",995,0.707
"7","KHM",788,0.715
"8","WAR",764,0.72
"9","M20",698,0.716
"10","VOW",655,0.71
"11","KTK",600,0.716
"12","KLD",561,0.714
"13","STX",547,0.726
"14","THS",538,0.727
"15","IKO",496,0.721
"16","RAV",444,0.721
"17","SOI",438,0.709
"18","GPT",406,0.715
"19","AKH",402,0.702
"20","DIS",336,0.714
"21","DTK",333,0.712
"22","RTR",329,0.709
"23","RNA",311,0.713
"24","INV",308,0.705
"25","M14",301,0.711
"26","THB",299,0.703
"27","AER",291,0.713
"28","XLN",290,0.696
"29","GRN",271,0.72
"30","DOM",270,0.707
"31","JOU",239,0.719
"32","LRW",228,0.718
"33","EMN",206,0.722
"34","M21",203,0.723
"35","M19",200,0.718
"36","ICE",198,0.739
"37","DGM",187,0.708
"38","HOU",186,0.7
"39","OGW",179,0.705
"40","M10",171,0.737
"41","RIX",170,0.721
"42","ORI",141,0.708
"43","ZEN",126,0.714
"44","ISD",106,0.765
"45","USG",101,0.716
"46","FRF",97,0.706
"47","TSP",93,0.701
"48","MOR",92,0.712
"49","DKA",82,0.717
"50","APC",77,0.709
"51","GTC",53,0.72
"52","PLC",38,0.72
"53","BFZ",38,0.739
"54","MRD",32,0.717
"55","BNG",19,0.679
"56","LEG",18,0.719
"57","ATQ",14,0.676
"58","M11",11,0.694
"59","M13",8,0.717
"60","M15",8,0.682
"61","C14",6,0.714
"62","ALA",4,0.714
"63","CMD",1,0.714
