"","CardNames","DeckCount","WinrateAverage"
"1","Sokenzan, Crucible of Defiance",98,70.9
"2","Otawara, Soaring City",97,70.4
"3","Mountain",94,70.8
"4","Den of the Bugbear",88,71
"5","Island",83,70.7
"6","Fable of the Mirror-Breaker",76,70.6
"7","Bonecrusher Giant",72,70.6
"8","Elvish Mystic",68,71.5
"9","Llanowar Elves",68,71.5
"10","Temple Garden",67,71.3
"11","Monastery Swiftspear",63,71.4
"12","Soul-Scar Mage",63,71.1
"13","Steam Vents",63,72
"14","Branchloft Pathway",62,71.4
"15","Expressive Iteration",62,72
"16","Consider",61,71.2
"17","Opt",60,71.2
"18","Boseiju, Who Endures",59,71.3
"19","Play with Fire",59,70.7
"20","Hall of Storm Giants",58,70.2
"21","Mana Confluence",55,71.9
"22","Sacred Foundry",55,70.7
"23","Needleverge Pathway",54,70.5
"24","Lair of the Hydra",54,70.7
"25","Riverglide Pathway",52,71.4
"26","Spirebluff Canal",52,71.4
"27","Thoughtseize",52,71.1
"28","Plains",51,70
"29","Stomping Ground",50,70.6
"30","Fatal Push",50,71
"31","Blood Crypt",48,71.9
"32","Swamp",47,71.1
"33","Stormcarved Coast",46,71.5
"34","Brutal Cathar",45,70.7
"35","Cragcrown Pathway",44,70.6
"36","Forest",44,72.3
"37","Takenuma, Abandoned Mire",44,70.9
"38","Esika's Chariot",43,71
"39","Hallowed Fountain",43,71
"40","Treasure Cruise",43,71.2
"41","Prosperous Innkeeper",41,70.9
"42","Tovolar's Huntmaster",41,70.9
"43","Winota, Joiner of Forces",41,70.9
"44","Blightstep Pathway",41,70.6
"45","Ramunap Ruins",39,70.3
"46","Hive of the Eye Tyrant",38,71
"47","Urborg, Tomb of Yawgmoth",38,72
"48","Voice of Resurgence",37,70.5
"49","Narset, Parter of Veils",36,70.3
"50","Haunted Ridge",36,70.5
