"","SetCode","NoCopies","Winrate"
"1","MH2",4089,0.732
"2","LEA",2032,0.729
"3","MH1",1827,0.728
"4","ONS",1150,0.728
"5","ELD",929,0.729
"6","WWK",800,0.733
"7","RAV",731,0.725
"8","KLD",698,0.733
"9","FUT",675,0.718
"10","DIS",649,0.732
"11","GPT",606,0.732
"12","WAR",548,0.742
"13","THB",547,0.735
"14","LRW",533,0.728
"15","ZNR",469,0.722
"16","NPH",468,0.736
"17","5DN",466,0.731
"18","M20",455,0.728
"19","AER",428,0.729
"20","ZEN",426,0.738
"21","SOM",410,0.731
"22","CSP",371,0.733
"23","ROE",354,0.725
"24","DKA",341,0.722
"25","ISD",325,0.729
"26","M11",323,0.72
"27","CON",310,0.724
"28","IKO",307,0.731
"29","AKH",307,0.718
"30","TSP",288,0.719
"31","ICE",281,0.714
"32","STX",274,0.746
"33","MRD",272,0.726
"34","KTK",267,0.715
"35","SHM",266,0.706
"36","ARB",242,0.732
"37","EMN",239,0.718
"38","OGW",233,0.754
"39","SOK",230,0.74
"40","DST",227,0.731
"41","DRK",227,0.73
"42","RTR",214,0.722
"43","AVR",210,0.737
"44","ATQ",210,0.751
"45","HOU",194,0.733
"46","XLN",175,0.731
"47","M21",171,0.721
"48","DOM",145,0.723
"49","SOI",140,0.72
"50","INV",137,0.729
"51","MBS",135,0.731
"52","M12",129,0.742
"53","JUD",127,0.739
"54","CHK",126,0.717
"55","RNA",124,0.714
"56","ALA",122,0.728
"57","PLC",111,0.724
"58","GRN",111,0.715
"59","PLS",102,0.746
"60","APC",102,0.714
"61","EVE",93,0.725
"62","BFZ",90,0.707
"63","M19",87,0.72
"64","DGM",84,0.751
"65","DTK",81,0.711
"66","M10",76,0.721
"67","MIR",75,0.71
"68","GTC",72,0.677
"69","M15",69,0.736
"70","STH",66,0.728
"71","THS",52,0.695
"72","JOU",51,0.691
"73","ORI",48,0.748
"74","NEM",48,0.708
"75","KHM",46,0.706
"76","FRF",41,0.735
"77","TMP",40,0.719
"78","WTH",40,0.701
"79","ALL",37,0.679
"80","MOR",34,0.72
"81","ULG",27,0.702
"82","CMD",26,0.731
"83","PTK",25,0.633
"84","M13",24,0.786
"85","ARN",18,0.667
"86","BNG",16,0.711
"87","LEG",15,0.732
"88","ODY",14,0.676
"89","CN2",14,0.683
"90","BOK",13,0.761
"91","P02",11,0.703
"92","RIX",10,0.737
"93","M14",7,0.75
"94","VIS",1,0.714
