"","CardNames","DeckCount","WinrateAverage"
"1","Gorilla Shaman",124,65.3
"2","Chainer's Edict",100,64
"3","Pyroblast",96,66
"4","Blue Elemental Blast",88,65.3
"5","Relic of Progenitus",88,61.6
"6","Hydroblast",78,64.7
"7","Dust to Dust",75,63.2
"8","Nihil Spellbomb",63,65.7
"9","Suffocating Fumes",60,64.1
"10","Dawnbringer Cleric",51,62.1
"11","Red Elemental Blast",44,62.7
"12","Krark-Clan Shaman",42,66.3
"13","Dispel",38,63.3
"14","Negate",34,65.7
"15","Lone Missionary",32,64.7
"16","Flaring Pain",29,65.8
"17","End the Festivities",28,63.7
"18","Destroy Evil",26,60.8
"19","Unexpected Fangs",25,65.3
"20","Revoke Existence",25,63.3
"21","Smash to Smithereens",25,60.8
"22","Smash to Dust",24,65.9
"23","Weather the Storm",23,67.5
"24","Duress",22,67.3
"25","Standard Bearer",22,64.2
"26","Annul",21,62.9
"27","Rotten Reunion",19,67.4
"28","Crimson Acolyte",19,64.1
"29","Metallic Rebuke",18,66.4
"30","Thorn of the Black Rose",18,66.4
"31","Shrivel",16,65.5
"32","Electrickery",16,63.2
"33","Ancient Grudge",16,71.9
"34","Freewind Falcon",15,63.4
"35","Ram Through",14,64.2
"36","Prismatic Strands",13,68.5
"37","Lifelink",13,65.2
"38","Cast Down",13,73
"39","Breath Weapon",13,72.4
"40","Vitality Charm",12,65.9
"41","Arms of Hadar",12,62.4
"42","Fangren Marauder",11,73.6
"43","Curfew",11,67.1
"44","Steel Sabotage",10,62.3
"45","Diabolic Edict",8,63.6
"46","Fiery Cannonade",8,64.2
"47","Echoing Truth",7,63
"48","Introduction to Prophecy",7,73.2
"49","Abrade",7,73.2
"50","Kenku Artificer",7,66
