"","Artist","NoCopies","Winrate"
"1","Mark Poole",848,0.66
"2","Christopher Rush",703,0.639
"3","Rob Alexander",562,0.646
"4","Kaja Foglio",553,0.652
"5","Irina Nordsol",509,0.64
"6","Douglas Shuler",500,0.665
"7","Richard Thomas",433,0.644
"8","Marc Simonetti",426,0.633
"9","Jesper Myrfors",415,0.641
"10","Steven Belledin",387,0.644
"11","Bastien L. Deharme",385,0.657
"12","John Avon",355,0.648
"13","Anthony S. Waters",309,0.653
"14","Mathias Kollros",304,0.634
"15","Matt Stewart",301,0.661
"16","Svetlin Velinov",280,0.657
"17","Greg Staples",260,0.629
"18","Ben Thompson",253,0.643
"19","Franz Vohwinkel",239,0.667
"20","Andreas Rocha",232,0.592
"21","Anson Maddocks",231,0.673
"22","Lie Setiawan",230,0.62
"23","Jean-Sébastien Rossbach",228,0.615
"24","Vance Kovacs",224,0.65
"25","Alex Horley-Orlandelli",212,0.649
"26","Raoul Vitale",211,0.651
"27","Anastasia Ovchinnikova",205,0.638
"28","Justine Cruz",198,0.638
"29","Dan Frazier",193,0.66
"30","Dan Scott",188,0.618
"31","Evyn Fong",172,0.639
"32","Greg Hildebrandt",171,0.648
"33","Terese Nielsen",170,0.643
"34","Joseph Meehan",169,0.646
"35","Thomas M. Baxa",169,0.65
"36","Jonas De Ro",166,0.671
"37","Ilse Gort",166,0.649
"38","Zezhou Chen",159,0.605
"39","Sandra Everingham",147,0.654
"40","Eytan Zana",146,0.65
"41","YW Tang",142,0.636
"42","Yeong-Hao Han",139,0.633
"43","John Severin Brassell",137,0.644
"44","Rebecca Guay",134,0.672
"45","Daarken",131,0.659
"46","Warren Mahy",130,0.604
"47","Steve Argyle",129,0.628
"48","Ron Spears",124,0.672
"49","Martina Fackova",124,0.632
"50","Julian Kok Joon Wen",124,0.591
"51","Howard Lyon",123,0.665
"52","Ron Spencer",122,0.661
"53","Mark Tedin",119,0.679
"54","Goran Josic",112,0.637
"55","Allen Williams",111,0.637
"56","Pete Venters",110,0.633
"57","Mike Ploog",110,0.669
"58","Vincent Christiaens",106,0.653
"59","Eric Deschamps",106,0.624
"60","Filip Burburan",100,0.654
"61","Magali Villeneuve",99,0.681
"62","Eric Fortune",97,0.697
"63","Muhammad Firdaus",97,0.639
"64","David Rapoza",96,0.655
"65","Robin Olausson",96,0.649
"66","Volkan Baǵa",96,0.635
"67","Vincent Proce",96,0.612
"68","Johannes Voss",95,0.659
"69","Bradley Williams",95,0.655
"70","Jesper Ejsing",94,0.655
"71","Eric Peterson",94,0.648
"72","Dave Kendall",92,0.662
"73","Efflam Mercier",91,0.64
"74","Kamila Szutenberg",90,0.678
"75","Dave Allsop",90,0.635
"76","Chris Rallis",90,0.633
"77","Emmanuel Shiu",81,0.58
"78","Daren Bader",79,0.643
"79","Colin Boyer",79,0.624
"80","Dave Greco",78,0.646
"81","Randy Gallegos",75,0.654
"82","Mike Raabe",74,0.614
"83","Leanna Crossan",70,0.642
"84","Scott Murphy",69,0.652
"85","Bryan Talbot",68,0.71
"86","Slawomir Maniak",68,0.65
"87","Caroline Gariba",67,0.66
"88","Maria Poliakova",66,0.717
"89","Aurore Folny",66,0.652
"90","Jeremy Jarvis",63,0.65
"91","Trevor Claxton",62,0.617
"92","Paolo Parente",61,0.641
"93","Tia Masic",61,0.622
"94","Massimilano Frezzato",60,0.634
"95","Raymond Swanland",59,0.685
"96","Christopher Moeller",58,0.617
"97","Chris Rahn",57,0.606
"98","Pat Morrissey",57,0.577
"99","Kev Walker",55,0.655
"100","Anna Christenson",52,0.62
"101","Zoltan Boros",51,0.643
"102","Bartlomiej Gawel",50,0.615
"103","Lawrence Snelly",48,0.68
"104","Craig J Spearing",47,0.663
"105","Piotr Dura",46,0.692
"106","Kieran Yanner",46,0.65
"107","Darrell Riche",45,0.629
"108","Aaron Miller",45,0.665
"109","Gabor Szikszai",44,0.685
"110","James Paick",44,0.669
"111","David Gaillet",43,0.659
"112","Michael Danza",39,0.631
"113","Joseph Weston",39,0.654
"114","Igor Kieryluk",39,0.63
"115","Fred Hooper",38,0.601
"116","Tom Wänerstrand",38,0.609
"117","James Wong",35,0.642
"118","Doug Chaffee",34,0.685
"119","Don Hazeltine",34,0.697
"120","Cyril Van Der Haegen",32,0.724
"121","Adam Paquette",32,0.673
