"","CardNames","DeckCount","WinrateAverage"
"1","Deadly Dispute",93,64.8
"2","Great Furnace",92,64.6
"3","Plains",89,63.9
"4","Galvanic Blast",83,63
"5","Swamp",80,66
"6","Ephemerate",71,65.3
"7","Island",70,67
"8","Lightning Bolt",70,64.7
"9","Ichor Wellspring",65,65.1
"10","Dawnbringer Cleric",65,61.9
"11","Vault of Whispers",64,64.8
"12","Counterspell",64,63.9
"13","Chromatic Star",63,64.9
"14","Drossforge Bridge",63,65
"15","Makeshift Munitions",63,65.5
"16","Suffocating Fumes",61,63.9
"17","Gurmag Angler",61,63.7
"18","Reckoner's Bargain",54,63.8
"19","Silverbluff Bridge",53,64
"20","Bojuka Bog",53,66.3
"21","Mountain",53,65.3
"22","Blood Fountain",52,63.9
"23","Krark-Clan Shaman",51,63.8
"24","Mistvault Bridge",51,63.8
"25","Seat of the Synod",51,63.8
"26","Myr Enforcer",51,63.8
"27","Thraben Inspector",51,64.4
"28","Kenku Artificer",50,64.3
"29","Spell Pierce",50,64
"30","Preordain",49,66.1
"31","Thoughtcast",49,63.6
"32","Frogmite",47,63.7
"33","Inspiring Overseer",46,62.5
"34","Ash Barrens",45,66.3
"35","Spirited Companion",44,64.9
"36","Cast Down",43,63.7
"37","Brainstorm",43,63.8
"38","Forest",43,62.8
"39","Journey to Nowhere",36,60.9
"40","Smash to Dust",36,62
"41","Goliath Paladin",35,64.4
"42","Sacred Cat",35,60.9
"43","Experimental Synthesizer",35,63.3
"44","Obscura Storefront",34,63.9
"45","Orzhov Basilica",33,65
"46","Nihil Spellbomb",32,65.8
"47","Scoured Barrens",32,65
"48","Vampire Sovereign",32,63.5
"49","Metallic Rebuke",32,60
"50","Chain Lightning",32,62.8
