"","CardNames","DeckCount","WinrateAverage"
"1","Devour Flesh",2,78.6
"2","Scattershot",1,77.8
"3","Golem Foundry",1,77.8
"4","Okiba-Gang Shinobi",1,75
"5","Azure Fleet Admiral",1,75
"6","Mukotai Ambusher",1,75
"7","Recommission",1,75
"8","Gnaw to the Bone",6,73.9
"9","Vision Charm",6,73.9
"10","Darkness",6,73.9
"11","Snuff Out",6,73.9
"12","Mountain",6,73.9
"13","Forest",6,73.9
"14","Fangren Marauder",11,73.6
"15","Introduction to Prophecy",7,73.2
"16","Abrade",7,73.2
"17","Cast Down",13,73
"18","Breath Weapon",13,72.4
"19","Ancient Grudge",16,71.9
"20","Moment's Peace",5,71.4
"21","Obsidian Acolyte",4,71.4
"22","Leave No Trace",1,71.4
"23","Searing Blaze",6,71.1
"24","Lumithread Field",3,70.8
"25","Fathom Seer",5,70.6
"26","Nylea's Disciple",4,70.4
"27","Turn Aside",3,70
"28","Sage's Row Denizen",2,69.2
"29","Guardian Naga",2,69.2
"30","Pulse of Murasa",6,69
"31","Healer of the Glade",6,69
"32","Counterspell",2,68.8
"33","Tolarian Terror",2,68.8
"34","Armadillo Cloak",2,68.8
"35","Prismatic Strands",13,68.5
"36","Arashin Cleric",3,68.4
"37","Faerie Macabre",3,68.2
"38","Return to Nature",3,68.2
"39","Stream of Thought",3,68.2
"40","Mine Collapse",4,67.9
"41","Circle of Protection: Red",4,67.9
"42","Weather the Storm",23,67.5
"43","Moonblade Shinobi",6,67.5
"44","Rotten Reunion",19,67.4
"45","Tamiyo's Safekeeping",6,67.4
"46","Duress",22,67.3
"47","Curfew",11,67.1
"48","Nausea",7,66.7
"49","Shattering Blow",7,66.7
"50","Scattershot Archer",3,66.7
