"","SetCode","NoCopies","Winrate"
"1","LEA",2644,0.648
"2","MRD",1515,0.669
"3","ICE",1183,0.642
"4","MH2",801,0.653
"5","SOM",776,0.656
"6","NEO",543,0.657
"7","MH1",487,0.647
"8","LRW",403,0.655
"9","VOW",396,0.641
"10","MBS",385,0.659
"11","TSP",374,0.66
"12","AFR",368,0.652
"13","ZEN",351,0.659
"14","TOR",349,0.626
"15","M11",346,0.644
"16","IKO",302,0.64
"17","DIS",296,0.651
"18","USG",293,0.647
"19","SOI",276,0.649
"20","KTK",270,0.667
"21","C16",265,0.632
"22","KHM",245,0.633
"23","XLN",243,0.662
"24","ROE",229,0.643
"25","MMQ",220,0.638
"26","ULG",219,0.675
"27","ALL",219,0.668
"28","DKA",204,0.662
"29","WWK",196,0.637
"30","M13",188,0.638
"31","RTR",182,0.638
"32","NPH",180,0.645
"33","RAV",172,0.676
"34","FRF",171,0.64
"35","ALA",169,0.642
"36","JUD",162,0.655
"37","BOK",154,0.641
"38","ONS",147,0.685
"39","INV",122,0.636
"40","SHM",119,0.642
"41","STX",118,0.698
"42","HOU",117,0.683
"43","DOM",112,0.649
"44","CMR",112,0.579
"45","ISD",108,0.655
"46","CN2",106,0.624
"47","EVE",100,0.606
"48","DST",88,0.653
"49","M12",84,0.642
"50","AVR",82,0.653
"51","ARN",81,0.682
"52","AKH",75,0.63
"53","VIS",72,0.647
"54","ELD",72,0.647
"55","ODY",69,0.66
"56","PLS",68,0.676
"57","MID",62,0.674
"58","P02",60,0.713
"59","TMP",60,0.636
"60","ATQ",60,0.618
"61","SCG",58,0.625
"62","MOR",58,0.667
"63","M21",57,0.63
"64","ZNR",57,0.618
"65","APC",53,0.62
"66","CSP",53,0.602
"67","RNA",52,0.636
"68","M10",52,0.587
"69","ORI",50,0.707
"70","FUT",50,0.655
"71","GTC",50,0.681
"72","LEG",42,0.645
"73","5DN",40,0.647
"74","AER",38,0.659
"75","LGN",35,0.681
"76","GPT",30,0.598
"77","NEM",29,0.672
"78","THS",24,0.643
"79","BFZ",21,0.671
"80","PLC",19,0.625
"81","THB",18,0.6
"82","JOU",16,0.538
"83","ARB",15,0.674
"84","KLD",15,0.576
"85","CHK",14,0.625
"86","M15",13,0.63
"87","M14",10,0.6
"88","DGM",9,0.667
"89","EMN",8,0.615
"90","JMP",6,0.733
"91","M20",6,0.571
"92","OGW",4,0.643
"93","FEM",4,0.714
"94","BNG",4,0.5
"95","SOK",2,0.615
"96","GRN",2,0.625
"97","CNS",1,0.5
