"","CardNames","DeckCount","WinrateAverage"
"1","Gorilla Shaman",111,66.7
"2","Pyroblast",85,66.9
"3","Relic of Progenitus",84,63.9
"4","Red Elemental Blast",73,65
"5","Dust to Dust",73,66.1
"6","Duress",68,64.4
"7","Chainer's Edict",67,62.4
"8","Krark-Clan Shaman",64,67.7
"9","Blue Elemental Blast",63,65.1
"10","Electrickery",61,64.4
"11","Hydroblast",55,65
"12","Fiery Cannonade",52,64.5
"13","Nihil Spellbomb",51,63.3
"14","Dispel",41,64.1
"15","Gut Shot",36,64.2
"16","Suffocating Fumes",32,62.2
"17","Weather the Storm",32,64.5
"18","Annul",30,64.4
"19","Revoke Existence",30,68.3
"20","Unexpected Fangs",26,62.7
"21","Spell Pierce",24,66.7
"22","Dawnbringer Cleric",22,63.5
"23","Shenanigans",21,63.3
"24","Smash to Smithereens",21,61.3
"25","Curfew",19,62.5
"26","Light of Hope",19,69.1
"27","Leave No Trace",19,68.4
"28","Negate",18,68.9
"29","Devour Flesh",17,69.9
"30","Thorn of the Black Rose",17,61.2
"31","Diabolic Edict",16,60
"32","Lone Missionary",16,63.1
"33","Cuombajj Witches",15,70.5
"34","Introduction to Prophecy",15,71.3
"35","Lifelink",14,57
"36","Prismatic Strands",14,63.1
"37","Echoing Truth",13,67
"38","Nameless Inversion",13,72.6
"39","Abrade",12,71.6
"40","Standard Bearer",12,59.5
"41","Last Breath",12,66.7
"42","Serene Heart",12,60.5
"43","Cast Down",11,71.6
"44","Young Wolf",11,57.4
"45","Stonehorn Dignitary",11,67.1
"46","Reaping the Graves",10,61.5
"47","Nature's Claim",10,63.8
"48","Stormbound Geist",10,73.2
"49","Flaring Pain",9,68.6
"50","Freewind Falcon",9,60.7
