"","CardNames","DeckCount","Winrate95Min"
"1","Gorilla Shaman",144,62.8
"2","Hydroblast",68,62.6
"3","Dust to Dust",78,62.4
"4","Electrickery",79,62.3
"5","Red Elemental Blast",105,62
"6","Pyroblast",82,61.8
"7","Searing Blaze",11,61.4
"8","Molten Rain",12,61.4
"9","Relic of Progenitus",90,61.3
"10","Krark-Clan Shaman",68,61.2
"11","Chainer's Edict",38,61.1
"12","Curfew",15,60.8
"13","Diabolic Edict",19,60.7
"14","Fiery Cannonade",77,60.7
"15","Lightning Bolt",6,60.5
"16","Nihil Spellbomb",44,60.5
"17","Duress",47,60.4
"18","Smash to Smithereens",19,60.3
"19","Shenanigans",43,59.8
"20","Blue Elemental Blast",63,59.5
"21","Gut Shot",34,59.4
"22","Underworld Rage-Hound",4,58.9
"23","Freewind Falcon",8,58.7
"24","Suffocating Fumes",24,58.4
"25","Light of Hope",7,58.3
"26","Revoke Existence",32,58.3
"27","Echoing Truth",17,58
"28","Devour Flesh",39,58
"29","Cuombajj Witches",10,57.6
"30","Flaring Pain",38,57.6
"31","Lumithread Field",13,57.5
"32","Metallic Rebuke",34,57.5
"33","Introduction to Prophecy",12,57.4
"34","Weather the Storm",38,57.2
"35","Dispel",39,56.8
"36","Lifelink",9,56.7
"37","Brute Force",6,56.3
"38","Spell Pierce",19,56.2
"39","Faerie Macabre",10,55.8
"40","Turn Aside",7,55.7
"41","Abrade",10,55.7
"42","Prismatic Strands",13,55
"43","Crimson Fleet Commodore",5,54.8
"44","Deglamer",28,54.8
"45","Negate",22,54.7
"46","Annul",18,54.6
"47","Thorn of the Black Rose",11,54.3
"48","Stream of Thought",6,54.2
"49","Ram Through",5,54.1
"50","Breath Weapon",8,54
