"","CardNames","DeckCount","Winrate95Min"
"1","Faithless Looting",63,64.2
"2","Mountain",97,63.2
"3","Lightning Bolt",95,62.9
"4","Galvanic Blast",81,62.7
"5","Deadly Dispute",85,62.6
"6","Drossforge Bridge",86,62.5
"7","Vault of Whispers",86,62.5
"8","Rakdos Carnarium",27,62.1
"9","Plains",67,62
"10","Preordain",82,62
"11","Great Furnace",98,62
"12","Swamp",79,61.9
"13","Counterspell",61,61.8
"14","Ash Barrens",106,61.8
"15","Spell Pierce",20,61.5
"16","Ichor Wellspring",75,61.5
"17","Chromatic Star",71,61.4
"18","Makeshift Munitions",75,61.3
"19","Snow-Covered Mountain",23,61
"20","Augur of Bolas",34,61
"21","Kitchen Imp",14,60.8
"22","Alms of the Vein",14,60.8
"23","Bump in the Night",14,60.8
"24","Vampire's Kiss",14,60.8
"25","Fiery Temper",14,60.8
"26","Fodder Tosser",14,60.8
"27","Fire // Ice",21,60.8
"28","Silverbluff Bridge",59,60.7
"29","Chain Lightning",15,60.6
"30","Searing Blaze",15,60.6
"31","Faerie Seer",40,60.5
"32","Ninja of the Deep Hours",40,60.5
"33","Spellstutter Sprite",40,60.5
"34","Thoughtcast",58,60.5
"35","Mistvault Bridge",58,60.5
"36","Seat of the Synod",58,60.5
"37","Wind-Scarred Crag",19,60.4
"38","Experimental Synthesizer",43,60.4
"39","Myr Enforcer",59,60.4
"40","Reckoner's Bargain",59,60.4
"41","Blood Fountain",59,60.4
"42","Gurmag Angler",73,60.3
"43","Crimson Fleet Commodore",20,60.2
"44","Boros Garrison",34,60.2
"45","Glint Hawk",17,60.1
"46","Journey to Nowhere",21,60.1
"47","Squadron Hawk",31,60.1
"48","Brainstorm",37,60.1
"49","Skred",16,60
"50","Volatile Fjord",16,60
