"","SetCode","NoCopies","Winrate"
"1","LEA",3457,0.656
"2","MRD",1768,0.655
"3","ICE",1216,0.658
"4","MH2",709,0.664
"5","SOM",692,0.655
"6","TSP",523,0.632
"7","NEO",469,0.656
"8","MH1",465,0.652
"9","LRW",460,0.647
"10","AFR",453,0.653
"11","VOW",439,0.664
"12","M11",422,0.664
"13","KHM",384,0.641
"14","ALL",364,0.658
"15","JUD",362,0.654
"16","DRK",343,0.653
"17","DIS",339,0.656
"18","MBS",325,0.655
"19","C16",315,0.653
"20","XLN",296,0.648
"21","ZEN",286,0.668
"22","CMR",265,0.642
"23","ONS",258,0.635
"24","WWK",256,0.651
"25","DKA",242,0.673
"26","SOI",242,0.668
"27","ROE",234,0.654
"28","TOR",231,0.66
"29","IKO",223,0.647
"30","USG",208,0.663
"31","RTR",202,0.666
"32","ULG",200,0.653
"33","NPH",196,0.661
"34","ALA",184,0.655
"35","MOR",182,0.625
"36","M13",181,0.661
"37","KTK",176,0.67
"38","AER",174,0.635
"39","MMQ",169,0.642
"40","RAV",166,0.657
"41","MID",158,0.658
"42","AKH",156,0.646
"43","STX",146,0.672
"44","ISD",143,0.656
"45","FRF",142,0.653
"46","HOU",140,0.664
"47","M21",140,0.624
"48","TMP",137,0.65
"49","SHM",135,0.685
"50","BOK",134,0.662
"51","SNC",125,0.647
"52","VIS",123,0.635
"53","GTC",122,0.631
"54","INV",120,0.663
"55","EVE",84,0.682
"56","ODY",83,0.667
"57","PLS",80,0.646
"58","M12",80,0.633
"59","CSP",76,0.681
"60","DOM",72,0.667
"61","LEG",71,0.667
"62","RNA",71,0.634
"63","AVR",68,0.653
"64","FEM",61,0.609
"65","FUT",60,0.663
"66","ARN",57,0.667
"67","DST",52,0.653
"68","LGN",50,0.645
"69","CN2",50,0.652
"70","APC",48,0.674
"71","P02",48,0.682
"72","ORI",40,0.631
"73","GPT",38,0.68
"74","SCG",36,0.627
"75","WAR",33,0.708
"76","NEM",32,0.643
"77","PLC",31,0.679
"78","ELD",25,0.708
"79","M10",24,0.663
"80","M14",23,0.638
"81","CLB",21,0.67
"82","BFZ",20,0.638
"83","ARB",20,0.612
"84","M15",19,0.667
"85","THB",15,0.711
"86","KLD",12,0.722
"87","EMN",12,0.6
"88","CHK",12,0.654
"89","ATQ",12,0.5
"90","ZNR",11,0.667
"91","5DN",8,0.69
"92","JOU",8,0.615
"93","THS",5,0.65
"94","BNG",4,0.571
"95","JMP",4,0.5
"96","OGW",3,0.682
"97","STH",2,0.667
"98","M20",2,0.667
