"","presence","winrate","low_winrate","comb_presence_winrate","meta_score"
"Tiers 1",Affinity - Unknown - Conflict(Boros Bully / Flashback,Boros Bully / Flashback),Conflict(Boros Bully / Flashback,Boros Bully / Flashback,Tireless   Tribe) - Conflict(Affinity,Grixis Control) - Conflict(Black   Burn,Burn) - Mono Red Kiln   Fiend,Conflict(Black   Burn,Burn) - Izzet Faeries - Affinity,Affinity - Conflict(Black   Burn,Burn) - Izzet Faeries,Affinity - Conflict(Black   Burn,Burn) - Izzet Faeries
"Tiers 1.5",Temur Ramp - Izzet Faeries - Conflict(Black   Burn,Burn) - Azorius Familiars - Dimir Faeries - Rakdos Goblins,Izzet Faeries - Rakdos Goblins - Bogles,Conflict(Boros Bully / Flashback,Boros Bully / Flashback) - Unknown - Mono Red Kiln   Fiend - Rakdos Goblins - Conflict(Boros Bully / Flashback,Boros Bully / Flashback,Tireless   Tribe) - Bogles,Mono Red Kiln   Fiend - Conflict(Boros Bully / Flashback,Boros Bully / Flashback,Tireless   Tribe) - Unknown - Conflict(Boros Bully / Flashback,Boros Bully / Flashback) - Rakdos Goblins - Bogles - Conflict(Affinity,Grixis Control),Mono Red Kiln   Fiend - Conflict(Boros Bully / Flashback,Boros Bully / Flashback,Tireless   Tribe) - Unknown - Conflict(Boros Bully / Flashback,Boros Bully / Flashback) - Rakdos Goblins - Bogles - Conflict(Affinity,Grixis Control)
"Tiers 2",Bogles - Mono Red Kiln   Fiend - Esper Familiars - Mono Green Elves - Cycle   Storm - Mono   Blue - Conflict(Boros Bully / Flashback,Boros Bully / Flashback,Tireless   Tribe),Conflict(Boros Bully / Flashback,Boros Bully / Flashback) - Esper Familiars - Dimir Faeries - Affinity - Azorius Familiars - Unknown - Mono Green Elves,Temur Ramp - Dimir Faeries - Conflict(Affinity,Grixis Control) - Azorius Familiars - Esper Familiars,Temur Ramp - Dimir Faeries - Azorius Familiars - Esper Familiars,Temur Ramp - Dimir Faeries - Azorius Familiars - Esper Familiars
"Tiers 2.5",Conflict(Affinity,Grixis Control),Temur Ramp - Mono   Blue - Cycle   Storm,Mono Green Elves - Mono   Blue - Cycle   Storm,Mono Green Elves - Mono   Blue - Cycle   Storm,Mono Green Elves - Mono   Blue - Cycle   Storm
