"","CardNames","DeckCount","WinrateAverage"
"1","Gorilla Shaman",144,65.8
"2","Red Elemental Blast",105,65.5
"3","Relic of Progenitus",90,65.2
"4","Pyroblast",82,65.9
"5","Electrickery",79,66.4
"6","Dust to Dust",78,66.5
"7","Fiery Cannonade",77,64.8
"8","Hydroblast",68,67
"9","Krark-Clan Shaman",68,65.6
"10","Blue Elemental Blast",63,64.2
"11","Duress",47,65.7
"12","Nihil Spellbomb",44,66
"13","Shenanigans",43,65.5
"14","Devour Flesh",39,64
"15","Dispel",39,63
"16","Flaring Pain",38,63.6
"17","Weather the Storm",38,63.3
"18","Chainer's Edict",38,67
"19","Metallic Rebuke",34,63.9
"20","Gut Shot",34,65.8
"21","Revoke Existence",32,65
"22","Deglamer",28,62.1
"23","Suffocating Fumes",24,66.3
"24","Negate",22,62.9
"25","Tormod's Crypt",20,61
"26","Natural Obsolescence",20,62.1
"27","Diabolic Edict",19,69.1
"28","Smash to Smithereens",19,68.5
"29","Spell Pierce",19,64.9
"30","Annul",18,63.9
"31","Echoing Truth",17,67.2
"32","Unexpected Fangs",16,63.8
"33","Sylvok Lifestaff",15,60.7
"34","Penumbra Spider",15,62.5
"35","Stormbound Geist",15,63.3
"36","Curfew",15,70.4
"37","Flame Slash",14,61.4
"38","Makeshift Munitions",13,59.8
"39","Prismatic Strands",13,65.6
"40","Lumithread Field",13,67.7
"41","Introduction to Prophecy",12,68.2
"42","Molten Rain",12,71.7
"43","Searing Blaze",11,72.1
"44","Thorn of the Black Rose",11,66.2
"45","Abrade",10,67.6
"46","Cuombajj Witches",10,69.3
"47","Faerie Macabre",10,68.1
"48","Stonehorn Dignitary",10,61.4
"49","Dawnbringer Cleric",10,66.2
"50","Standard Bearer",10,64.4
