"","CardNames","DeckCount","WinrateAverage"
"1","Lightning Bolt",88,71.4
"2","Wooded Foothills",82,71.8
"3","Mountain",78,71.4
"4","Steam Vents",65,71.2
"5","Forest",63,71.9
"6","Windswept Heath",51,71.2
"7","Bloodstained Mire",49,72
"8","Opt",48,73
"9","Misty Rainforest",44,70.9
"10","Island",43,71.2
"11","Stomping Ground",43,72.4
"12","Plains",41,69.3
"13","Monastery Swiftspear",40,70.9
"14","Breeding Pool",40,72.2
"15","Scalding Tarn",38,70.4
"16","Temple Garden",36,70.2
"17","Spirebluff Canal",36,72.5
"18","Verdant Catacombs",36,71.8
"19","Swamp",36,71.2
"20","Sacred Foundry",33,70.3
"21","Lava Dart",33,71.6
"22","Mutagenic Growth",33,72.4
"23","Fatal Push",32,71
"24","Soul-Scar Mage",32,71.4
"25","Archmage's Charm",31,71.8
"26","Wrenn and Six",31,72.2
"27","Manamorphose",31,71.8
"28","Fiery Islet",31,71.3
"29","Snapcaster Mage",30,71.4
"30","Cryptic Command",29,71.4
"31","Dismember",29,71.5
"32","Walking Ballista",29,68.8
"33","Cavern of Souls",29,71.9
"34","Ketria Triome",28,71.6
"35","Mishra's Bauble",28,69.2
"36","Arid Mesa",28,69.6
"37","Utopia Sprawl",28,71.6
"38","Karn, the Great Creator",28,72.1
"39","Polluted Delta",26,69.6
"40","Overgrown Tomb",26,72.4
"41","Force of Negation",25,70.9
"42","Sprite Dragon",25,72.3
"43","Mana Leak",24,71.5
"44","Teferi, Time Raveler",24,70.8
"45","Stormwing Entity",24,72.8
"46","Expressive Iteration",24,72.8
"47","Flooded Strand",22,70.8
"48","Valki, God of Lies",22,71
"49","Snow-Covered Island",22,71.4
"50","Blood Crypt",22,69.5
