"","SetName","Winrate","Presence"
"1","INV",NA,0
"2","ONS",NA,0
"3","LEA",NA,0
"4","GPT",NA,0
"5","KLD",NA,0
"6","DIS",NA,0
"7","NPH",NA,0
"8","MH1",NA,0
"9","ZEN",NA,0
"10","M21",NA,0
"11","STX",NA,0
"12","ROE",NA,0
"13","RAV",NA,0
"14","SHM",NA,0
"15","JUD",NA,0
"16","WAR",NA,0
"17","IKO",NA,0
"18","AVR",NA,0
"19","KTK",NA,0
"20","AKH",NA,0
"21","ALL",NA,0
"22","FRF",NA,0
"23","ISD",NA,0
"24","THB",NA,0
"25","M15",NA,0
"26","LRW",NA,0
"27","AER",NA,0
"28","BFZ",NA,0
"29","STH",NA,0
"30","WWK",NA,0
"31","WTH",NA,0
"32","RTR",NA,0
"33","ICE",NA,0
"34","MBS",NA,0
"35","ELD",NA,0
"36","KHM",NA,0
"37","NEM",NA,0
"38","FUT",NA,0
"39","CHK",NA,0
"40","M11",NA,0
"41","OGW",NA,0
"42","MRD",NA,0
"43","M10",NA,0
"44","CSP",NA,0
"45","ZNR",NA,0
"46","HOU",NA,0
"47","TMP",NA,0
"48","ATQ",NA,0
"49","TSP",NA,0
"50","CON",NA,0
"51","ARB",NA,0
"52","PLS",NA,0
"53","ALA",NA,0
"54","5DN",NA,0
"55","SOM",NA,0
"56","DRK",NA,0
"57","M20",NA,0
"58","DOM",NA,0
"59","MOR",NA,0
"60","GRN",NA,0
"61","PLC",NA,0
"62","EVE",NA,0
"63","LEG",NA,0
"64","SOI",NA,0
"65","DST",NA,0
"66","GTC",NA,0
"67","DTK",NA,0
"68","RNA",NA,0
"69","ARN",NA,0
"70","XLN",NA,0
"71","POR",NA,0
"72","DKA",NA,0
"73","MIR",NA,0
"74","JOU",NA,0
"75","THS",NA,0
"76","EMN",NA,0
"77","TOR",NA,0
"78","P02",NA,0
"79","BNG",NA,0
"80","ODY",NA,0
"81","SOK",NA,0
"82","M19",NA,0
"83","APC",NA,0
"84","M13",NA,0
"85","CMD",NA,0
"86","ORI",NA,0
"87","DGM",NA,0
"88","M12",NA,0
