"","SetName","Winrate","Presence"
"1","SHM",NA,0
"2","WWK",NA,0
"3","ELD",NA,0
"4","ALA",NA,0
"5","M20",NA,0
"6","ZEN",NA,0
"7","DRK",NA,0
"8","OGW",NA,0
"9","SOM",NA,0
"10","ZNR",NA,0
"11","DKA",NA,0
"12","M15",NA,0
"13","STH",NA,0
"14","THB",NA,0
"15","ROE",NA,0
"16","EMN",NA,0
"17","HOU",NA,0
"18","BFZ",NA,0
"19","LRW",NA,0
"20","AER",NA,0
"21","IKO",NA,0
"22","SOK",NA,0
"23","PLC",NA,0
"24","XLN",NA,0
"25","M11",NA,0
"26","5DN",NA,0
"27","GRN",NA,0
"28","KLD",NA,0
"29","NPH",NA,0
"30","THS",NA,0
"31","STX",NA,0
"32","DST",NA,0
"33","DIS",NA,0
"34","WAR",NA,0
"35","MOR",NA,0
"36","CON",NA,0
"37","MH1",NA,0
"38","DOM",NA,0
"39","CMD",NA,0
"40","MBS",NA,0
"41","RTR",NA,0
"42","DTK",NA,0
"43","AVR",NA,0
"44","BOK",NA,0
"45","SOI",NA,0
"46","M12",NA,0
"47","WTH",NA,0
"48","FUT",NA,0
"49","JOU",NA,0
"50","DGM",NA,0
"51","RNA",NA,0
"52","KTK",NA,0
"53","M19",NA,0
"54","LEA",NA,0
"55","TMP",NA,0
"56","TSP",NA,0
"57","BNG",NA,0
"58","GTC",NA,0
"59","FRF",NA,0
"60","RAV",NA,0
"61","GPT",NA,0
"62","M21",NA,0
"63","KHM",NA,0
"64","ATQ",NA,0
"65","ALL",NA,0
"66","MRD",NA,0
"67","M13",NA,0
"68","ISD",NA,0
"69","AKH",NA,0
"70","CHK",NA,0
"71","C14",NA,0
"72","ULG",NA,0
"73","M14",NA,0
"74","EVE",NA,0
