"","CardNames","DeckCount","WinrateAverage"
"1","Lukka, Coppercoat Outcast",1,90
"2","Wood Elves",1,90
"3","Magus of the Moon",2,82.4
"4","Beseech the Queen",1,81.8
"5","Eladamri's Call",3,80
"6","Chandra, Torch of Defiance",5,77.8
"7","Jace, Wielder of Mysteries",2,77.8
"8","Inverter of Truth",2,77.8
"9","Tasigur, the Golden Fang",2,77.8
"10","Ipnu Rivulet",2,77.8
"11","Shelldock Isle",2,77.8
"12","Sakura-Tribe Elder",1,77.8
"13","Farseek",1,77.8
"14","Mwonvuli Acid-Moss",1,77.8
"15","Search for Tomorrow",1,77.8
"16","Sweltering Suns",1,77.8
"17","Cinder Glade",1,77.8
"18","Sheltered Thicket",1,77.8
"19","Kiln Fiend",1,77.8
"20","Nivmagus Elemental",1,77.8
"21","Assault Strobe",1,77.8
"22","Ground Rift",1,77.8
"23","Emerge Unscathed",1,77.8
"24","Sunken Hollow",3,76.9
"25","Klothys, God of Destiny",8,76.8
"26","Damnation",4,76.5
"27","Zagoth Triome",4,76.5
"28","Thassa's Oracle",4,76.5
"29","Darkslick Shores",4,76.5
"30","Grim Lavamancer",2,76.5
"31","Hapatra, Vizier of Poisons",2,76.5
"32","Rankle, Master of Pranks",2,76.5
"33","Seal of Fire",7,76.3
"34","Elvish Reclaimer",4,76.3
"35","Abrupt Decay",8,76.1
"36","Boros Garrison",8,76.1
"37","Selesnya Sanctuary",8,76.1
"38","Slayers' Stronghold",8,76.1
"39","Sunhome, Fortress of the Legion",8,76.1
"40","Essence Warden",3,76
"41","Geralf's Messenger",3,76
"42","Gilded Goose",3,76
"43","Strangleroot Geist",3,76
"44","Wall of Roots",3,76
"45","Yawgmoth, Thran Physician",3,76
"46","Young Wolf",3,76
"47","Zulaport Cutthroat",3,76
"48","Chord of Calling",3,76
"49","Blooming Marsh",3,76
"50","Twilight Mire",3,76
