"","CardNames","DeckCount","WinrateAverage"
"1","Veil of Summer",57,71
"2","Relic of Progenitus",52,72.1
"3","Mystical Dispute",45,72.5
"4","Aether Gust",43,71.6
"5","Kozilek's Return",39,71.6
"6","Path to Exile",35,67.6
"7","Pithing Needle",34,69.5
"8","Tormod's Crypt",34,72
"9","Cleansing Wildfire",33,71.6
"10","Abrade",32,71
"11","Lurrus of the Dream-Den",29,69.8
"12","Liquimetal Coating",28,72.1
"13","Spell Pierce",27,72.9
"14","Dispel",26,74.4
"15","Damping Sphere",26,68.2
"16","Soul-Guide Lantern",26,71.9
"17","Ensnaring Bridge",26,72
"18","Anger of the Gods",23,70
"19","Thoughtseize",22,71.1
"20","Grafdigger's Cage",22,72.7
"21","Walking Ballista",21,71.2
"22","Skysovereign, Consul Flagship",20,70.7
"23","Wurmcoil Engine",20,70.7
"24","Engineered Explosives",19,71.1
"25","Bedlam Reveler",19,72.7
"26","Flame Slash",17,73.2
"27","Rest in Peace",17,69
"28","Dismember",17,69.8
"29","Crumble to Dust",15,73.2
"30","Burrenton Forge-Tender",15,65.5
"31","Spatial Contortion",15,70.7
"32","Kor Firewalker",14,67.9
"33","Sorcerous Spyglass",14,72.7
"34","Sundering Titan",14,68.2
"35","Auriok Champion",13,68
"36","Fatal Push",13,72.8
"37","Timely Reinforcements",12,68.4
"38","Vendilion Clique",12,71.7
"39","Nihil Spellbomb",12,69.8
"40","Reclamation Sage",12,75
"41","Flusterstorm",11,71.8
"42","Assassin's Trophy",11,73.3
"43","Yorion, Sky Nomad",11,73.3
"44","Force of Vigor",11,71.1
"45","Vapor Snag",11,71.4
"46","Stern Dismissal",11,74.7
"47","Trinisphere",11,72.5
"48","Celestial Purge",11,65.9
"49","Go for the Throat",10,71.8
"50","Kaya's Guile",10,72.1
