"","CardNames","DeckCount","Winrate95Min"
"1","Kitchen Finks",3,68.3
"2","Dispel",26,68.1
"3","Mystical Dispute",45,67.5
"4","Relic of Progenitus",52,67.5
"5","Veil of Summer",57,66.6
"6","Spell Pierce",27,66.5
"7","Aether Gust",43,66.5
"8","Tormod's Crypt",34,66.3
"9","Kozilek's Return",39,66.2
"10","Liquimetal Coating",28,65.7
"11","Cleansing Wildfire",33,65.7
"12","Grafdigger's Cage",22,65.4
"13","Reclamation Sage",12,65.3
"14","Ensnaring Bridge",26,65.3
"15","Soul-Guide Lantern",26,65.3
"16","Flame Slash",17,65
"17","Bedlam Reveler",19,65
"18","Abrade",32,65
"19","Stern Dismissal",11,64.5
"20","Crumble to Dust",15,64.4
"21","Kroxa, Titan of Death's Hunger",7,64
"22","Thoughtseize",22,63.7
"23","Walking Ballista",21,63.6
"24","Lurrus of the Dream-Den",29,63.5
"25","Pithing Needle",34,63.5
"26","Damnation",10,63.4
"27","Sorcerous Spyglass",14,63.4
"28","Elixir of Immortality",6,63.2
"29","Fatal Push",13,63.2
"30","Engineered Explosives",19,63.2
"31","Assassin's Trophy",11,63
"32","Skysovereign, Consul Flagship",20,62.9
"33","Wurmcoil Engine",20,62.9
"34","Torpor Orb",9,62.8
"35","Mystic Repeal",4,62.7
"36","Anger of the Gods",23,62.7
"37","Yorion, Sky Nomad",11,62.6
"38","Tend the Pests",8,62.5
"39","Trinisphere",11,62.2
"40","Arasta of the Endless Web",2,62.1
"41","Ghost Quarter",4,61.8
"42","Arboreal Grazer",4,61.8
"43","Vendilion Clique",12,61.8
"44","Path to Exile",35,61.7
"45","Spatial Contortion",15,61.5
"46","Madcap Experiment",10,61.4
"47","Platinum Emperion",10,61.4
"48","Kaya's Guile",10,61.4
"49","Damping Sphere",26,61.2
"50","Dismember",17,61.1
