"","CardNames","DeckCount","Winrate95Min"
"1","Opt",48,68.3
"2","Wooded Foothills",82,68.2
"3","Lightning Bolt",88,67.9
"4","Forest",63,67.8
"5","Mountain",78,67.6
"6","Stomping Ground",43,67.5
"7","Bloodstained Mire",49,67.3
"8","Steam Vents",65,67.1
"9","Spirebluff Canal",36,67
"10","Breeding Pool",40,66.9
"11","Mutagenic Growth",33,66.6
"12","Windswept Heath",51,66.5
"13","Vapor Snag",21,66.4
"14","Wrenn and Six",31,66.3
"15","Verdant Catacombs",36,66.2
"16","Island",43,66.1
"17","Stormwing Entity",24,66
"18","Expressive Iteration",24,66
"19","Emrakul, the Aeons Torn",12,65.8
"20","Overgrown Tomb",26,65.8
"21","Archmage's Charm",31,65.8
"22","Manamorphose",31,65.8
"23","Lava Dart",33,65.8
"24","Misty Rainforest",44,65.8
"25","Karn, the Great Creator",28,65.7
"26","Swamp",36,65.7
"27","Sprite Dragon",25,65.6
"28","Cavern of Souls",29,65.6
"29","Monastery Swiftspear",40,65.6
"30","Soul-Scar Mage",32,65.5
"31","Pillage",10,65.3
"32","Wild Slash",17,65.2
"33","Ketria Triome",28,65.2
"34","Utopia Sprawl",28,65.2
"35","Dismember",29,65.2
"36","Snapcaster Mage",30,65.2
"37","Fiery Islet",31,65.2
"38","Klothys, God of Destiny",8,65.1
"39","Radiant Fountain",18,65.1
"40","Cryptic Command",29,65.1
"41","Fatal Push",32,65.1
"42","Scalding Tarn",38,64.9
"43","Bring to Light",20,64.7
"44","Mana Leak",24,64.6
"45","Temple Garden",36,64.5
"46","Nurturing Peatland",13,64.4
"47","Tectonic Edge",14,64.4
"48","Sacred Foundry",33,64.4
"49","Mind Stone",13,64.2
"50","Remand",20,64.2
