"","SetCode","NoCopies","Winrate"
"1","LEA",2521,0.745
"2","NEO",2075,0.745
"3","MID",1971,0.742
"4","ELD",1693,0.742
"5","KHM",1553,0.743
"6","AFR",1543,0.743
"7","WAR",1214,0.752
"8","SNC",1087,0.742
"9","VOW",1050,0.734
"10","ZNR",1023,0.738
"11","AER",884,0.742
"12","KLD",838,0.743
"13","M20",836,0.749
"14","RTR",831,0.745
"15","THS",798,0.751
"16","DIS",781,0.743
"17","THB",748,0.75
"18","IKO",707,0.757
"19","DMU",694,0.743
"20","LRW",639,0.743
"21","SOI",555,0.735
"22","DTK",550,0.738
"23","OGW",476,0.746
"24","RAV",457,0.747
"25","GPT",447,0.745
"26","ICE",424,0.741
"27","KTK",415,0.742
"28","AKH",403,0.755
"29","M14",396,0.746
"30","ISD",379,0.741
"31","DOM",370,0.74
"32","STX",339,0.752
"33","EMN",323,0.723
"34","M21",320,0.74
"35","M19",301,0.744
"36","HOU",263,0.745
"37","USG",233,0.741
"38","GRN",226,0.749
"39","XLN",220,0.728
"40","ZEN",199,0.722
"41","INV",171,0.742
"42","ORI",170,0.701
"43","MOR",160,0.705
"44","RIX",157,0.767
"45","GTC",156,0.749
"46","M10",136,0.772
"47","BNG",125,0.742
"48","DKA",125,0.703
"49","PLC",118,0.745
"50","APC",109,0.744
"51","RNA",106,0.769
"52","TSP",69,0.744
"53","FRF",67,0.741
"54","DGM",64,0.778
"55","JOU",53,0.775
"56","MRD",49,0.783
"57","VIS",43,0.784
"58","DST",32,0.747
"59","BFZ",30,0.733
"60","ALA",28,0.754
"61","PTK",25,0.767
"62","CMD",14,0.707
"63","M13",11,0.784
"64","ONS",8,0.714
"65","ATQ",4,1
"66","SCG",2,0.714
"67","STH",2,0.75
