"","CardNames","DeckCount","Winrate95Min"
"1","Forest",91,72.7
"2","Boseiju, Who Endures",103,72.1
"3","Mountain",159,72
"4","Teferi, Who Slows the Sunset",46,71.9
"5","Oath of Nissa",66,71.9
"6","Karn, the Great Creator",72,71.9
"7","Sokenzan, Crucible of Defiance",165,71.7
"8","Sylvan Caryatid",59,71.6
"9","Kiora, Behemoth Beckoner",67,71.6
"10","Cavalier of Thorns",67,71.6
"11","Old-Growth Troll",67,71.6
"12","Storm the Festival",67,71.6
"13","Wolfwillow Haven",67,71.6
"14","Den of the Bugbear",155,71.6
"15","Bloodtithe Harvester",113,71.5
"16","Blood Crypt",136,71.5
"17","Lair of the Hydra",75,71.4
"18","Haunted Ridge",119,71.4
"19","Fable of the Mirror-Breaker",159,71.4
"20","Nykthos, Shrine to Nyx",76,71.3
"21","Takenuma, Abandoned Mire",116,71.3
"22","Urborg, Tomb of Yawgmoth",117,71.3
"23","Hive of the Eye Tyrant",137,71.2
"24","Fatal Push",136,71.2
"25","Sulfurous Springs",90,71.1
"26","Blightstep Pathway",127,71.1
"27","Swamp",154,71.1
"28","Sacred Foundry",31,70.8
"29","Elvish Mystic",75,70.8
"30","Llanowar Elves",75,70.8
"31","Dreadbore",98,70.8
"32","Bonecrusher Giant",118,70.8
"33","Island",95,70.7
"34","Temple Garden",88,70.6
"35","Thoughtseize",134,70.5
"36","Savai Triome",15,70.3
"37","Indatha Triome",12,70.2
"38","Zagoth Triome",12,70.2
"39","Graveyard Trespasser",100,70.2
"40","Castle Locthwain",104,70.2
"41","Kroxa, Titan of Death's Hunger",102,70.2
"42","Otawara, Soaring City",97,70
"43","Liliana of the Veil",118,70
"44","Cauldron Familiar",28,69.9
"45","Claim the Firstborn",28,69.9
"46","Deadly Dispute",28,69.9
"47","Witch's Oven",28,69.9
"48","Shatterskull Smashing",44,69.9
"49","Plains",87,69.9
"50","Jetmir's Garden",6,69.8
