"","presence","winrate","low_winrate","comb_presence_winrate","meta_score"
"Tiers 1",Affinity Control - Dimir Terror,Flicker Tron - Affinity Control,Affinity Control,Affinity Control,Affinity Control
"Tiers 1.5",Kuldotha Burn - Caw Gate - Bogles,RB Madness - Walls Combo - Caw Gate - Dimir Terror - Bogles,Dimir Terror - Flicker Tron - Caw Gate - RB Madness - Bogles - Walls Combo - Kuldotha Burn,Dimir Terror - Flicker Tron - Caw Gate - RB Madness - Kuldotha Burn - Bogles,Dimir Terror - Flicker Tron - Caw Gate - RB Madness - Kuldotha Burn - Bogles
"Tiers 2",Flicker Tron - RB Madness - Walls Combo,Unknown - Boros Synthesizer - Kuldotha Burn,Unknown - Boros Synthesizer,Walls Combo - Unknown - Boros Synthesizer,Walls Combo - Unknown - Boros Synthesizer
"Tiers 2.5",Unknown - Boros Synthesizer - Gates,Gates,Gates,Gates,Gates
