"","CardNames","DeckCount","WinrateAverage"
"1","Pyroblast",70,67.9
"2","Force of Negation",60,68.6
"3","Red Elemental Blast",49,66.9
"4","Surgical Extraction",45,66.9
"5","Endurance",36,65.4
"6","Torpor Orb",33,70.2
"7","Hydroblast",31,69.1
"8","Force of Vigor",31,64.6
"9","Grafdigger's Cage",30,68.1
"10","Pithing Needle",30,70.3
"11","Abrade",29,67.7
"12","Karakas",28,69.7
"13","Prismatic Ending",25,70.5
"14","Null Rod",25,70.8
"15","Leyline of the Void",23,66
"16","Meltdown",22,68.2
"17","Ethersworn Canonist",22,66.7
"18","Containment Priest",21,69.4
"19","Flusterstorm",21,66.4
"20","Submerge",17,68.5
"21","Carpet of Flowers",15,68
"22","Alpine Moon",14,73.2
"23","Meddling Mage",14,72.2
"24","Collector Ouphe",14,67
"25","Engineered Explosives",13,63.3
"26","Ensnaring Bridge",13,71
"27","Tormod's Crypt",13,70.8
"28","Court of Cunning",12,71.2
"29","Narset, Parter of Veils",12,65.5
"30","Mycosynth Lattice",12,71.3
"31","Izzet Staticaster",11,69.2
"32","Deafening Silence",11,66.7
"33","Sphere of Resistance",11,60.6
"34","Magus of the Moon",11,66.2
"35","Wasteland",10,68.7
"36","Thoughtseize",10,62.3
"37","Choke",10,64.5
"38","Liquimetal Coating",10,70.7
"39","Wear // Tear",9,75.4
"40","Mindbreak Trap",9,67.8
"41","Soul-Guide Lantern",9,69
"42","Walking Ballista",9,73.4
"43","Veil of Summer",9,66.7
"44","Defense Grid",9,63.3
"45","Gut Shot",8,70
"46","Yorion, Sky Nomad",8,66.7
"47","Plague Engineer",8,63.6
"48","Dead // Gone",8,71.7
"49","True-Name Nemesis",8,68.6
"50","Blood Moon",8,71.7
