"","CardNames","DeckCount","WinrateAverage"
"1","Force of Will",82,67.9
"2","Misty Rainforest",79,67
"3","Brainstorm",78,68.2
"4","Ponder",75,68.6
"5","Scalding Tarn",70,69.7
"6","Flooded Strand",68,68
"7","Wasteland",68,67.7
"8","Volcanic Island",65,69.6
"9","Polluted Delta",64,68.9
"10","Karakas",56,67.1
"11","Daze",55,68.8
"12","Urza's Saga",48,67.9
"13","Expressive Iteration",46,70.6
"14","Murktide Regent",45,71.1
"15","Ragavan, Nimble Pilferer",43,70.7
"16","Swords to Plowshares",40,69.4
"17","Tundra",39,69.4
"18","Prismatic Ending",36,69.9
"19","Lotus Petal",36,66
"20","Snow-Covered Island",36,66.2
"21","Ancient Tomb",36,67.2
"22","Dragon's Rage Channeler",35,69.9
"23","Wooded Foothills",33,65.8
"24","Force of Negation",31,68.8
"25","Retrofitter Foundry",31,70.8
"26","Lightning Bolt",30,71
"27","City of Traitors",29,68.2
"28","Forest",27,62.8
"29","Windswept Heath",26,63.5
"30","Crop Rotation",24,63.3
"31","Bojuka Bog",24,63.3
"32","Yavimaya, Cradle of Growth",22,67.1
"33","Taiga",22,64.6
"34","Tropical Island",21,68.5
"35","Island",20,67.4
"36","Dark Depths",20,64
"37","Savannah",20,65.6
"38","Thespian's Stage",20,64
"39","Life from the Loam",20,63.3
"40","Verdant Catacombs",19,68.1
"41","Green Sun's Zenith",19,65.3
"42","Endurance",19,68.3
"43","Simian Spirit Guide",19,68.5
"44","Delver of Secrets",18,68.6
"45","Mishra's Bauble",18,64.8
"46","Dark Ritual",18,67.9
"47","Mountain",18,72
"48","Dryad Arbor",18,64.4
"49","Chalice of the Void",18,69.9
"50","Snow-Covered Forest",18,64.1
