"","CardNames","DeckCount","Winrate95Min"
"1","Terminate",40,72.5
"2","Fatal Push",20,72.2
"3","Kolaghan's Command",42,72.1
"4","Alpine Moon",60,72
"5","Engineered Explosives",119,71.6
"6","Nihil Spellbomb",48,71.5
"7","Cavern of Souls",24,71.1
"8","Spell Pierce",78,70.8
"9","Boseiju, Who Endures",45,70.7
"10","Pyrite Spellbomb",27,70.6
"11","Dress Down",76,70.4
"12","Tourach, Dread Cantor",32,70.3
"13","Mystical Dispute",67,70.2
"14","Endurance",58,70.1
"15","Lurrus of the Dream-Den",101,70.1
"16","Relic of Progenitus",89,70
"17","Force of Vigor",85,69.9
"18","Khalni Garden",14,69.2
"19","Emrakul, the Promised End",21,69
"20","Flusterstorm",21,67.6
"21","Wear // Tear",28,67.6
"22","Thoughtseize",36,67.4
"23","Bojuka Bog",12,67.1
"24","Pithing Needle",64,67
"25","Foundation Breaker",23,66.9
"26","Leyline of Sanctity",28,66.5
"27","Subtlety",21,66.4
"28","Soul-Guide Lantern",35,66.4
"29","Collector Ouphe",4,66.3
"30","Jace, the Mind Sculptor",23,66.2
"31","Blood Moon",30,66.2
"32","Dismember",16,65.9
"33","Sanctifier en-Vec",71,65.9
"34","Prismatic Ending",31,65.8
"35","Yorion, Sky Nomad",27,65.7
"36","Veil of Summer",44,65.7
"37","Path to Exile",43,65.6
"38","Chalice of the Void",32,65.5
"39","Force of Negation",29,65.4
"40","Meddling Mage",12,65
"41","Fury",22,64.6
"42","Kozilek's Return",7,64.4
"43","Prismari Command",9,64
"44","Otawara, Soaring City",5,63.5
"45","Aether Gust",17,63.3
"46","Brazen Borrower",9,62.4
"47","Magus of the Moon",19,62.4
"48","Cathar Commando",11,62.1
"49","Burrenton Forge-Tender",15,61.8
"50","Gemstone Caverns",3,61.5
