"","SetCode","NoCopies","Winrate"
"1","MH2",3440,0.733
"2","ZEN",1453,0.735
"3","LEA",1245,0.735
"4","MH1",1176,0.722
"5","ONS",1052,0.732
"6","WWK",629,0.748
"7","ELD",583,0.742
"8","LRW",512,0.728
"9","NEO",502,0.727
"10","DIS",472,0.74
"11","GPT",449,0.74
"12","STX",433,0.748
"13","WAR",404,0.72
"14","ZNR",391,0.719
"15","CSP",389,0.758
"16","SOM",389,0.729
"17","RAV",372,0.738
"18","FUT",363,0.74
"19","KLD",342,0.728
"20","ICE",341,0.715
"21","M20",337,0.71
"22","THB",323,0.738
"23","IKO",306,0.723
"24","5DN",305,0.736
"25","NPH",266,0.711
"26","AVR",244,0.739
"27","EMN",235,0.729
"28","M11",220,0.752
"29","MID",218,0.728
"30","ALA",210,0.731
"31","MRD",200,0.721
"32","ARB",186,0.729
"33","AER",185,0.734
"34","ATQ",185,0.706
"35","ROE",179,0.736
"36","TSP",173,0.737
"37","AFR",143,0.71
"38","DTK",140,0.768
"39","PLS",140,0.766
"40","MBS",137,0.696
"41","CON",125,0.717
"42","DRK",124,0.721
"43","SHM",117,0.713
"44","CHK",106,0.75
"45","RNA",106,0.712
"46","PC2",104,0.751
"47","M19",104,0.756
"48","AKH",100,0.73
"49","KTK",97,0.697
"50","SOK",89,0.706
"51","HOU",88,0.709
"52","RTR",86,0.701
"53","M21",80,0.712
"54","VOW",76,0.756
"55","APC",67,0.711
"56","PLC",64,0.69
"57","DKA",62,0.709
"58","DGM",62,0.737
"59","ISD",61,0.703
"60","DST",57,0.707
"61","GTC",54,0.695
"62","CMD",47,0.734
"63","OGW",45,0.766
"64","NEM",43,0.693
"65","MOR",42,0.685
"66","SOI",40,0.697
"67","DOM",39,0.707
"68","JOU",38,0.704
"69","JUD",37,0.722
"70","XLN",33,0.676
"71","M15",31,0.775
"72","BFZ",25,0.689
"73","GRN",24,0.724
"74","TMP",22,0.727
"75","STH",22,0.689
"76","M10",19,0.653
"77","INV",18,0.707
"78","KHM",17,0.746
"79","MIR",16,0.697
"80","EVE",15,0.75
"81","THS",13,0.675
"82","M12",10,0.667
"83","FRF",9,0.711
"84","PTK",9,0.737
"85","ORI",8,0.625
"86","WTH",7,0.724
"87","M13",6,0.72
"88","M14",5,0.688
"89","VIS",4,0.778
"90","BOK",4,0.75
"91","P02",4,0.571
"92","EXO",3,0.667
"93","LEG",2,0.722
"94","ALL",2,0.667
"95","C14",1,0.75
"96","ODY",1,0.75
