"","Artist","NoCopies","Winrate"
"1","Rob Alexander",1795,0.735
"2","Anastasia Ovchinnikova",591,0.745
"3","Christopher Rush",586,0.735
"4","Chippy",494,0.76
"5","John Stanko",481,0.726
"6","Simon Dominic",446,0.753
"7","Eric Deschamps",446,0.731
"8","Mark Poole",432,0.732
"9","Aleksi Briclot",388,0.754
"10","Philip Straub",367,0.743
"11","Titus Lunter",358,0.728
"12","John Avon",349,0.765
"13","Shelly Wan",317,0.732
"14","Howard Lyon",316,0.74
"15","Martina Fackova",312,0.757
"16","Adam Paquette",310,0.742
"17","Kari Christensen",307,0.75
"18","Vance Kovacs",284,0.751
"19","Randy Vargas",283,0.742
"20","Jung Park",279,0.704
"21","Jason Chan",275,0.715
"22","Svetlin Velinov",271,0.707
"23","Cyril Van Der Haegen",265,0.707
"24","Vincent Proce",263,0.731
"25","Alayna Danner",261,0.751
"26","Ron Spears",260,0.746
"27","Ryan Pancoast",235,0.744
"28","Chris Rallis",225,0.698
"29","Michael C. Hayes",209,0.701
"30","Dmitry Burmak",207,0.708
"31","Jean-Sébastien Rossbach",206,0.731
"32","Izzy",205,0.725
"33","Iain McCaig",204,0.747
"34","Chris Ostrowski",198,0.746
"35","Yeong-Hao Han",195,0.715
"36","Franz Vohwinkel",191,0.743
"37","Raoul Vitale",189,0.734
"38","Mike Bierek",188,0.7
"39","Evan Shipard",181,0.722
"40","Anthony S. Waters",178,0.725
"41","Lake Hurwitz",175,0.715
"42","Jesper Myrfors",173,0.706
"43","Cliff Childs",167,0.747
"44","Paul Scott Canavan",166,0.724
"45","Chase Stone",165,0.723
"46","Tomasz Jedruszek",160,0.745
"47","Daarken",155,0.765
"48","Raymond Swanland",152,0.719
"49","Douglas Shuler",149,0.741
"50","Tom Wänerstrand",147,0.721
"51","Warren Mahy",141,0.744
"52","Chris Rahn",141,0.715
"53","Jason Rainville",134,0.759
"54","Lucas Graciano",132,0.747
"55","Amy Weber",131,0.694
"56","Christine Choi",129,0.73
"57","Todd Lockwood",127,0.736
"58","Jonas De Ro",127,0.707
"59","Ekaterina Burmak",126,0.742
"60","Zezhou Chen",124,0.751
"61","Greg Staples",123,0.753
"62","Mark Zug",120,0.717
"63","Anson Maddocks",115,0.719
"64","Pete Venters",112,0.704
"65","Sam Burley",110,0.708
"66","Richard Whitters",108,0.745
"67","Kieran Yanner",106,0.726
"68","Scott Murphy",104,0.772
"69","Terese Nielsen",104,0.715
"70","Seb McKinnon",102,0.689
"71","Steve Argyle",102,0.704
"72","Filip Burburan",99,0.727
"73","Christopher Moeller",94,0.715
"74","Lars Grant-West",92,0.697
"75","Nicholas Gregory",91,0.726
"76","Matt Stewart",91,0.737
"77","Mark Tedin",90,0.69
"78","Johannes Voss",85,0.73
"79","Steven Belledin",85,0.72
"80","DiTerlizzi",84,0.777
"81","Greg Hildebrandt",82,0.676
"82","Campbell White",79,0.716
"83","Kev Walker",74,0.714
"84","Craig J Spearing",73,0.722
"85","Yongjae Choi",71,0.71
"86","James Paick",68,0.708
"87","Darrell Riche",67,0.73
"88","Nils Hamm",65,0.661
"89","Dan Frazier",64,0.75
"90","David Martin",64,0.719
"91","Jim Nelson",64,0.749
"92","Pat Morrissey",63,0.714
"93","Dan Scott",62,0.745
"94","Nicholas Elias",60,0.724
"95","Cynthia Sheppard",59,0.728
"96","Bastien L. Deharme",56,0.729
"97","Volkan Baǵa",56,0.727
"98","Antonio José Manzanedo",49,0.782
"99","Michael Sutfin",49,0.719
"100","Dave Kendall",46,0.745
