"","CardNames","DeckCount","WinrateAverage"
"1","Kaya's Guile",1,100
"2","Emrakul, the Promised End",1,100
"3","Knight of Autumn",1,100
"4","Venser, Shaper Savant",1,100
"5","Brought Back",1,100
"6","Chancellor of the Forge",1,100
"7","Goblin Dark-Dwellers",1,100
"8","Tireless Provisioner",1,100
"9","Engineered Explosives",3,88.2
"10","Shrapnel Blast",2,87.5
"11","Graven Cairns",1,87.5
"12","Coiling Oracle",1,87.5
"13","Wavesifter",2,84.6
"14","Glimpse of Tomorrow",2,84.6
"15","Abrupt Decay",5,82.4
"16","Khalni Garden",3,81.8
"17","Disciple of the Vault",2,81.8
"18","Galvanic Blast",2,81.8
"19","Oni-Cult Anvil",2,81.8
"20","Obsidian Charmaw",3,81
"21","Reflecting Pool",1,80
"22","Archon of Emeria",1,80
"23","Flickerwisp",1,80
"24","Leonin Arbiter",1,80
"25","Ramunap Excavator",1,80
"26","Branchloft Pathway",1,80
"27","Cave of the Frost Dragon",1,80
"28","Eiganjo Castle",1,80
"29","Ghost Quarter",1,80
"30","Selesnya Sanctuary",20,79.3
"31","Hanweir Battlements",20,79.2
"32","Crumbling Vestige",8,79.2
"33","Primeval Titan",25,79
"34","Radiant Fountain",22,78.9
"35","Blackcleave Cliffs",11,78.9
"36","Maul of the Skyclaves",2,78.9
"37","Azusa, Lost but Seeking",23,78.8
"38","Golgari Rot Farm",17,78.7
"39","Bojuka Bog",8,78.6
"40","Gilded Goose",2,78.6
"41","Trail of Crumbs",2,78.6
"42","Castle Garenbrig",23,78.5
"43","Explore",21,78.5
"44","Cultivator Colossus",24,78.4
"45","Amulet of Vigor",24,78.4
"46","Gruul Turf",24,78.4
"47","Simic Growth Chamber",24,78.4
"48","Tolaria West",24,78.4
"49","Vesuva",24,78.4
"50","Summoner's Pact",25,78.3
