"","CardNames","DeckCount","Winrate95Min"
"1","Blood Crypt",53,73
"2","Mishra's Bauble",100,72.4
"3","Dragon's Rage Channeler",77,72.1
"4","Ragavan, Nimble Pilferer",109,72.1
"5","Kolaghan's Command",39,71.9
"6","Primeval Titan",25,71.8
"7","Death's Shadow",33,71.7
"8","Bloodstained Mire",59,71.6
"9","Kroxa, Titan of Death's Hunger",36,71.5
"10","Unholy Heat",88,71.5
"11","Inquisition of Kozilek",45,71.4
"12","Thoughtseize",53,71.4
"13","Scalding Tarn",130,71.4
"14","Radiant Fountain",22,71.2
"15","Azusa, Lost but Seeking",23,71.2
"16","Drown in the Loch",40,71.2
"17","Forest",63,71.2
"18","Expressive Iteration",96,71.2
"19","Steam Vents",140,71.2
"20","Cultivator Colossus",24,71.1
"21","Amulet of Vigor",24,71.1
"22","Gruul Turf",24,71.1
"23","Simic Growth Chamber",24,71.1
"24","Tolaria West",24,71.1
"25","Vesuva",24,71.1
"26","Summoner's Pact",25,71.1
"27","Watery Grave",41,71.1
"28","Selesnya Sanctuary",20,71
"29","Hanweir Battlements",20,71
"30","Castle Garenbrig",23,70.9
"31","Arboreal Grazer",25,70.9
"32","Lightning Bolt",111,70.9
"33","Explore",21,70.6
"34","Polluted Delta",73,70.3
"35","Dress Down",42,70.2
"36","Dryad of the Ilysian Grove",26,70.1
"37","Valakut, the Molten Pinnacle",26,70.1
"38","Swamp",48,70.1
"39","Boseiju, Who Endures",74,70.1
"40","Turntimber Symbiosis",26,69.9
"41","Spirebluff Canal",49,69.9
"42","Misty Rainforest",111,69.8
"43","Expedition Map",28,69.5
"44","Spell Pierce",34,69.5
"45","Stomping Ground",60,69.4
"46","Breeding Pool",77,69.4
"47","Mountain",62,69.2
"48","Golgari Rot Farm",17,69.1
"49","Wooded Foothills",72,69.1
"50","Fury",58,69
