"","SetCode","NoCopies","Winrate"
"1","MH2",4743,0.731
"2","LEA",1950,0.724
"3","ZEN",1942,0.731
"4","MH1",1557,0.728
"5","ONS",1252,0.731
"6","ELD",885,0.732
"7","NEO",776,0.729
"8","WWK",768,0.735
"9","SNC",739,0.734
"10","GPT",654,0.73
"11","KLD",618,0.735
"12","STX",581,0.739
"13","CSP",525,0.738
"14","DIS",514,0.726
"15","M20",495,0.729
"16","RAV",475,0.725
"17","FUT",472,0.737
"18","WAR",457,0.7
"19","ICE",446,0.744
"20","LRW",429,0.718
"21","ZNR",413,0.727
"22","5DN",408,0.74
"23","MID",387,0.738
"24","NPH",338,0.715
"25","AVR",313,0.736
"26","CMD",303,0.735
"27","EMN",302,0.725
"28","SOM",285,0.706
"29","ATQ",282,0.705
"30","THB",276,0.716
"31","MRD",260,0.703
"32","ARB",256,0.72
"33","IKO",251,0.72
"34","AER",227,0.72
"35","DKA",223,0.725
"36","TSP",214,0.72
"37","M11",199,0.743
"38","RNA",165,0.734
"39","M21",156,0.732
"40","CHK",153,0.724
"41","PC2",152,0.718
"42","DRK",152,0.731
"43","SHM",149,0.719
"44","PLS",149,0.733
"45","AFR",148,0.696
"46","MBS",138,0.725
"47","PLC",132,0.705
"48","ROE",116,0.707
"49","RTR",116,0.718
"50","HOU",113,0.723
"51","KTK",113,0.726
"52","GTC",108,0.729
"53","DST",108,0.705
"54","CON",103,0.736
"55","SOK",99,0.711
"56","AKH",96,0.722
"57","MIR",91,0.723
"58","ALA",91,0.715
"59","OGW",88,0.707
"60","DOM",71,0.7
"61","STH",71,0.72
"62","JOU",69,0.727
"63","SOI",67,0.744
"64","APC",63,0.66
"65","ISD",62,0.707
"66","MOR",59,0.7
"67","EVE",45,0.722
"68","XLN",42,0.703
"69","DTK",42,0.72
"70","VOW",40,0.746
"71","INV",39,0.649
"72","BFZ",34,0.656
"73","M12",29,0.689
"74","M13",28,0.649
"75","THS",24,0.791
"76","ULG",21,0.739
"77","DGM",19,0.684
"78","M10",16,0.658
"79","ORI",15,0.733
"80","M15",14,0.741
"81","FRF",14,0.635
"82","KHM",10,0.65
"83","JUD",9,0.682
"84","WTH",9,0.684
"85","C14",4,0.741
"86","TOR",4,0.714
"87","VIS",4,0.571
"88","SCG",3,0.571
"89","ARN",3,0.571
"90","M14",3,0.571
"91","PTK",2,1
