"","SetCode","NoCopies","Winrate"
"1","LEA",2379,0.733
"2","MID",1944,0.732
"3","NEO",1834,0.734
"4","ELD",1726,0.727
"5","ZNR",1488,0.735
"6","AFR",1308,0.731
"7","SNC",1234,0.731
"8","KHM",1208,0.733
"9","WAR",984,0.729
"10","SOI",936,0.729
"11","VOW",935,0.727
"12","KLD",891,0.735
"13","M20",877,0.738
"14","DMU",692,0.735
"15","IKO",691,0.729
"16","RTR",671,0.734
"17","GPT",644,0.734
"18","DIS",623,0.734
"19","KTK",600,0.732
"20","GRN",584,0.73
"21","AER",569,0.728
"22","AKH",524,0.728
"23","THB",515,0.731
"24","THS",510,0.736
"25","ORI",494,0.731
"26","DTK",476,0.74
"27","XLN",465,0.74
"28","BRO",434,0.729
"29","INV",432,0.735
"30","RAV",420,0.738
"31","DOM",402,0.733
"32","LRW",397,0.735
"33","ZEN",396,0.733
"34","M14",350,0.738
"35","HOU",341,0.736
"36","ICE",329,0.733
"37","EMN",316,0.734
"38","M19",299,0.756
"39","OGW",294,0.74
"40","MOR",290,0.719
"41","STX",255,0.728
"42","M10",247,0.719
"43","TSP",220,0.733
"44","M21",195,0.752
"45","SOK",186,0.743
"46","DKA",167,0.718
"47","FRF",163,0.734
"48","GTC",156,0.732
"49","MRD",140,0.731
"50","DGM",136,0.729
"51","VIS",134,0.732
"52","USG",130,0.753
"53","RIX",123,0.723
"54","ISD",75,0.763
"55","BNG",72,0.727
"56","PLC",69,0.737
"57","RNA",62,0.73
"58","JOU",55,0.733
"59","M15",55,0.738
"60","APC",48,0.711
"61","DRK",48,0.734
"62","CMD",40,0.738
"63","BFZ",38,0.704
"64","DST",30,0.756
"65","M13",26,0.721
"66","M11",24,0.718
"67","SOM",20,0.748
"68","FUT",16,0.679
"69","PLS",14,0.679
"70","MBS",8,0.714
"71","SCG",6,0.737
"72","ONS",6,0.75
"73","PTK",6,0.667
"74","ALA",4,0.714
