"","CardNames","DeckCount","Winrate95Min"
"1","Shapers' Sanctuary",36,71.4
"2","Pithing Needle",103,70.8
"3","Duress",62,70.5
"4","Mystical Dispute",182,70.5
"5","Disdainful Stroke",108,70.3
"6","Abrade",122,70.2
"7","Unlicensed Hearse",124,70
"8","Aether Gust",124,69.9
"9","Rending Volley",119,69.7
"10","Supreme Verdict",32,69.5
"11","Rest in Peace",104,69.5
"12","Damping Sphere",47,69.4
"13","Lifebane Zombie",8,69.3
"14","Reckoner Bankbuster",71,69.3
"15","Saheeli, Sublime Artificer",15,69.1
"16","Heart of Kiran",34,69
"17","Extinction Event",52,68.9
"18","Tear Asunder",30,68.8
"19","Crackling Drake",57,68.7
"20","Transmogrifying Wand",27,68.6
"21","Portable Hole",81,68.6
"22","Kolaghan's Command",22,68.5
"23","Skysovereign, Consul Flagship",63,68.4
"24","Liliana of the Veil",5,68.3
"25","Young Pyromancer",50,68
"26","Darksteel Citadel",25,67.9
"27","The Chain Veil",38,67.9
"28","Pestilent Cauldron",39,67.9
"29","Brazen Borrower",27,67.8
"30","Esika's Chariot",26,67.7
"31","God-Pharaoh's Statue",38,67.7
"32","Leyline of the Void",36,67.6
"33","Tormod's Crypt",43,67.6
"34","Spell Pierce",32,67.5
"35","Sweltering Suns",32,67.5
"36","Reidane, God of the Worthy",37,67.5
"37","Meteor Golem",27,67.4
"38","Hidetsugu Consumes All",19,67.3
"39","Knight of Autumn",19,67
"40","Archon of Emeria",18,66.9
"41","Thought Distortion",28,66.8
"42","Go Blank",52,66.8
"43","Jegantha, the Wellspring",19,66.4
"44","Path of Peril",24,66.4
"45","Elspeth, Sun's Champion",18,65.9
"46","Extraction Specialist",20,65.9
"47","Brotherhood's End",28,65.7
"48","Wedding Announcement",38,65.7
"49","Shark Typhoon",18,65.6
"50","Ratchet Bomb",18,65.4
