"","CardNames","DeckCount","Winrate95Min"
"1","Boseiju, Who Endures",128,71
"2","Island",189,70.9
"3","Otawara, Soaring City",196,70.9
"4","Ledger Shredder",82,70.4
"5","Skyclave Apparition",59,70.3
"6","Temple Garden",78,70.3
"7","Treasure Cruise",84,70.3
"8","Thoughtseize",73,70.2
"9","Bonecrusher Giant",76,70
"10","Spell Pierce",92,70
"11","Takenuma, Abandoned Mire",72,69.9
"12","Eiganjo, Seat of the Empire",127,69.9
"13","Consider",93,69.8
"14","Forest",77,69.7
"15","Opt",81,69.7
"16","Steam Vents",106,69.7
"17","Hall of Storm Giants",127,69.7
"18","Kalitas, Traitor of Ghet",31,69.6
"19","Branchloft Pathway",45,69.6
"20","Mountain",109,69.6
"21","Sokenzan, Crucible of Defiance",107,69.6
"22","Plains",132,69.6
"23","Fatal Push",89,69.5
"24","Fable of the Mirror-Breaker",110,69.5
"25","Collected Company",45,69.4
"26","Skysovereign, Consul Flagship",52,69.4
"27","Graveyard Trespasser",48,69.4
"28","Urborg, Tomb of Yawgmoth",68,69.4
"29","Fiery Impulse",85,69.4
"30","Riverglide Pathway",85,69.4
"31","Spikefield Hazard",88,69.4
"32","Den of the Bugbear",89,69.4
"33","Swamp",111,69.4
"34","Stormcarved Coast",82,69.3
"35","Spirebluff Canal",91,69.3
"36","Lair of the Hydra",54,69.2
"37","Hallowed Fountain",78,69.2
"38","Hive of the Eye Tyrant",82,69.2
"39","Sheoldred, the Apocalypse",58,69.1
"40","Dreadbore",47,69
"41","Castle Locthwain",61,69
"42","Bloodtithe Harvester",64,69
"43","Lightning Axe",74,69
"44","Arclight Phoenix",74,69
"45","Pieces of the Puzzle",74,69
"46","Galvanic Iteration",73,69
"47","Temporal Trespass",73,69
"48","Blood Crypt",75,69
"49","Thassa's Oracle",4,68.9
"50","Nykthos, Shrine to Nyx",51,68.9
