"","CardNames","DeckCount","WinrateAverage"
"1","Engineered Explosives",204,68.9
"2","Mystical Dispute",176,68.8
"3","Flusterstorm",166,70.2
"4","Blood Moon",141,69.8
"5","Unlicensed Hearse",139,68.6
"6","Dress Down",131,69.4
"7","Force of Vigor",129,69.4
"8","Endurance",124,69.3
"9","Subtlety",102,68.7
"10","Pithing Needle",94,69.2
"11","Fury",89,68.1
"12","Abrade",85,67.8
"13","Veil of Summer",84,70.3
"14","Jegantha, the Wellspring",80,69.8
"15","Chalice of the Void",73,69
"16","Relic of Progenitus",73,67.9
"17","Sanctifier en-Vec",68,68.5
"18","Boseiju, Who Endures",68,71.8
"19","Orvar, the All-Form",66,70.4
"20","Alpine Moon",63,69.1
"21","Wear // Tear",61,70
"22","Leyline of the Void",58,71.5
"23","Spell Pierce",58,70.9
"24","Path to Exile",57,69.6
"25","Hallowed Moonlight",56,69.4
"26","Seasoned Pyromancer",48,68.6
"27","March of Otherworldly Light",46,69.3
"28","Haywire Mite",45,67.3
"29","Thoughtseize",42,69.2
"30","Necromentia",41,69.4
"31","Drannith Magistrate",40,68.9
"32","Magus of the Moon",40,67
"33","Fatal Push",40,71.9
"34","Soul-Guide Lantern",38,72
"35","Hidetsugu Consumes All",35,69.3
"36","Brotherhood's End",34,67.4
"37","Rest in Peace",33,67.8
"38","Leyline of Sanctity",32,67.1
"39","Kaheera, the Orphanguard",29,70.4
"40","Emrakul, the Aeons Torn",29,72.8
"41","Aether Gust",27,75.6
"42","Nature's Claim",26,76.1
"43","Tormod's Crypt",26,68
"44","Void Mirror",25,68.7
"45","Scavenging Ooze",25,69
"46","Blacksmith's Skill",25,69
"47","Shattering Spree",25,69.8
"48","Lavinia, Azorius Renegade",24,70.8
"49","Prismatic Ending",24,72.1
"50","Ensnaring Bridge",24,67.6
