"","CardNames","DeckCount","Winrate95Min"
"1","Nature's Claim",26,70
"2","Aether Gust",27,69.7
"3","Turn the Earth",13,68.7
"4","Boseiju, Who Endures",68,67.8
"5","Flusterstorm",166,67.7
"6","Leyline of the Void",58,67.1
"7","Blood Moon",141,67.1
"8","Emrakul, the Aeons Torn",29,66.8
"9","Soul-Guide Lantern",38,66.7
"10","Fatal Push",40,66.7
"11","Veil of Summer",84,66.7
"12","Engineered Explosives",204,66.6
"13","Spell Pierce",58,66.5
"14","Dress Down",131,66.5
"15","Force of Vigor",129,66.5
"16","Orvar, the All-Form",66,66.3
"17","Endurance",124,66.3
"18","Mystical Dispute",176,66.3
"19","Jegantha, the Wellspring",80,66.1
"20","Pithing Needle",94,65.8
"21","Wear // Tear",61,65.7
"22","Unlicensed Hearse",139,65.7
"23","Subtlety",102,65.4
"24","Prismatic Ending",24,65.3
"25","Iona, Shield of Emeria",8,65.2
"26","Path to Exile",57,65.1
"27","Chalice of the Void",73,65.1
"28","Hallowed Moonlight",56,64.9
"29","Alpine Moon",63,64.8
"30","Blossoming Calm",8,64.6
"31","Fury",89,64.6
"32","Sanctifier en-Vec",68,64.4
"33","March of Otherworldly Light",46,64.3
"34","Spreading Seas",17,64.2
"35","Force of Negation",20,64.2
"36","Kaheera, the Orphanguard",29,64.1
"37","Necromentia",41,64.1
"38","Abrade",85,64.1
"39","Relic of Progenitus",73,64
"40","Thoughtseize",42,63.9
"41","Lavinia, Azorius Renegade",24,63.8
"42","Crime // Punishment",16,63.7
"43","Seasoned Pyromancer",48,63.7
"44","Drannith Magistrate",40,63.5
"45","Hidetsugu Consumes All",35,63.4
"46","Collective Brutality",9,63.3
"47","Tourach, Dread Cantor",23,63.3
"48","Outland Liberator",23,63.1
"49","Shattering Spree",25,63
"50","Dovin's Veto",18,62.7
